"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"2520","Risk communication","Call for return of nationals living abroad","Students",""
"2522","Social distancing","Measures for special populations","Measures to limit contact to the elderly","elderly care services limit number of visitors to their premises"
"2523","Social distancing","Closure of educational institutions","Reduction of excursions, out-of-house events","in preschools and schools"
"2524","Social distancing","Closure of educational institutions","Reduction of excursions, out-of-house events","schools will suspend inter-school and external activities"
"2525","Travel restriction","Denial entry to boats with more than 100 passengers","All","all cruise vessels"
"2526","Risk communication","Educate and actively communicate with the public","Activate communication to the public","health advisory posters for travellers arriving from Wuhan at airport"
"2527","Risk communication","Educate and actively communicate with the public","Enhance communication to the public","press release Health Ministry advising travellers to avoid non-essential travel to Wuhan"
"2528","Risk communication","Educate and actively communicate with the public","Discourage gathering","Encourage to avoid crowd"
"2529","Risk communication","Educate and actively communicate with the public","Encourage hand hygiene","Practise frequent hand washing with soap"
"2530","Risk communication","Educate and actively communicate with the public","MOH webpage","MOH advice Homepage"
"2539","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Launch of ""SG Clean"" campaign throughout all sectors in Singapore"
"2540","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Throughout all channels"
"2541","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Press release to take part in SG Clean campaign"
"2542","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran"
"2543","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to china"
"2544","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to Wuhan"
"2546","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran, Northern Italy, Japan, Republic of Korea"
"2547","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Italy, France, Spain, Germany"
"2548","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","worldwide, all countries"
"2549","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Leave of absence for preschool children and preschool employees who travelled to China"
"2550","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","elderly, seniors who feel unwell"
"2552","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","People with symptoms"
"2554","Healthcare and public health capacity","Increase availability of PPE","Face masks","Mask distribution to the population"
"2555","Healthcare and public health capacity","Increase healthcare workforce","Special measure for healthcare workers",""
"2556","Healthcare and public health capacity","Increase healthcare workforce","Train medical staff specially for covid-19","Public Health Preparedness Clinics PHPC staff guided on the appropriate care protocols according to the assessed risk and diagnosis of each patient"
"2557","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","more test kits and test frequency at all checkpoints"
"2558","Case identification, contact tracing and related measures","Enhance detection system","Broaden definition / special definition","Suspected case"
"2560","Healthcare and public health capacity","Enhance hand hygiene","Presence of soap lotion in public toilets",""
"2561","Environmental measures","Environmental cleaning and disinfection","Public places with high human traffic",""
"2562","Environmental measures","Environmental cleaning and disinfection","Working places","areas with high human contact, such as counters, lifts, pantries, toilets, and bin areas"
"2563","Resource allocation","Provide international help","",""
"2565","Case identification, contact tracing and related measures","Isolation of cases","","isolation of people with fever and acute respiratory problems who came back from Wuhan in the last 14 days"
"2566","Social distancing","Small gathering cancellation","Limit up to 10 persons","all mass events"
"2573","Social distancing","Mass gathering cancellation","Place of worship","four mosques closeed"
"2574","Social distancing","Mass gathering cancellation","Place of worship","all mosques closed for at least five days for disinfection, 14 days closed all activities"
"2575","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","visitor limit of two per patient in hospitals"
"2576","Social distancing","Measures for special populations","Measures to limit contact to the elderly","suspend activities with the elderly in government agencies"
"2577","Social distancing","Measures for special populations","Measures to limit contact to the elderly","reduce or suspend activities with the elderly"
"2578","Travel restriction","Non-essential travels forbidden","","Public sector agencies defer official trips abroad"
"2580","Case identification, contact tracing and related measures","Quarantine","All incomings","all countries, worldwide"
"2582","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Hubei"
"2583","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","MOH is contacting all recent travellers from Hubei who are in Singapore who have arrived in the last 14 days"
"2585","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","quarantine all Singapore residents with travel history to to Daegu and Cheongdo within the last 14 days"
"2587","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","14-day Stay-Home Notice for all returnees with recent travel history to China (outside Hubei) within the last 14 days"
"2588","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Italy, France, Spain, Germany"
"2589","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","ASEAN countries, Japan, Switzerland, United Kingdom"
"2591","Case identification, contact tracing and related measures","Enhance detection system","Research and test of contacts","travel companions identified, contacted and tested if still in Singapore"
"2593","Healthcare and public health capacity","Scale up emergency response mechanisms","Raise level of emergency plan","nation's Disease Outbreak Response System Condition (DORSCON) raised level from yellow to orange"
"2594","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if < 250 persons"
"2595","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if respect 1m distance"
"2596","Social distancing","Special measures for certain establishments","Food services","Can open if respect 1m distance"
"2597","Social distancing","Special measures for certain establishments","Museums, events"," required to reduce crowd density to one person per 16 m2"
"2598","Social distancing","Special measures for certain establishments","Sport centers","Open if distance + cleaninf respected"
"2599","Case identification, contact tracing and related measures","Specific health channel for travellers","Chinese with passport issued in Hubei","all Chinese with passport issued in Hubei entering Singapore referred to health station at airport"
"2600","Case identification, contact tracing and related measures","Surveillance","Use existing respiratory disease surveillance systems and hospital-based surveillance","new form of pneumonia in Wuhan"
"2601","Case identification, contact tracing and related measures","Tracing and monitoring","App ""TraceTogether"" ","Voluntary"
"2602","Social distancing","Work safety protocols","","daily health check and fever measure, at work"
"2609","Travel restriction","Cancellation of international flights","Also national",""
"2616","Risk communication","Educate and actively communicate with the public","Activate communication to the public","national -tv, press"
"2617","Risk communication","Educate and actively communicate with the public","Enhance communication to the public","SMS to all Slovak citizens abroad"
"2619","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Flyers"
"2624","Social distancing","Mass gathering cancellation","all",""
"2635","Case identification, contact tracing and related measures","Tracing and monitoring","Nationals who travelled to at risk areas","Italy"
"2636","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Advice against all travel"
"2639","Social distancing","Mass gathering cancellation","Limit up to 500 persons","indoor public gatherings"
"2640","Case identification, contact tracing and related measures","Airport health check","Measure temperature for all passengers","for all passengers"
"2641","Case identification, contact tracing and related measures","Border health check","Measure temperature","at border with Italy"
"2643","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Urge ill workers to stay at home"
"2645","Risk communication","Educate and actively communicate with the public","Incoming travellers","SMS notification for incoming travellers"
"2647","Risk communication","Educate and actively communicate with the public","Guidelines","Mailbox leaflets"
"2648","Risk communication","Educate and actively communicate with the public","Encourage medical consultation by phone",""
"2649","Social distancing","Closure of educational institutions","Partial closure of educational institutions","Partial closure of universities"
"2652","Travel restriction","Border restriction","Borders closed for travellers but open for transport of goods","Italy"
"2654","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","South Korea, Iran, and high-risk areas in Italy"
"2655","Case identification, contact tracing and related measures","Border health check","Test at the border","Italy"
"2657","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Incomings from Italy"
"2658","Healthcare and public health capacity","Activate emergency response mechanisms","National Protection and Rescue Plan activated","epidemic declared"
"2659","Resource allocation","Crisis management plans","Implement repurpose community services plans","financial compensation for parents who stay home for childcare"
"2660","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Vacation for healthcare professionals banned"
"2661","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Prohibition of strike for healthcare professionals"
"2662","Social distancing","Measures for special populations","Prisons","Closed for visitors"
"2663","Healthcare and public health capacity","Activate emergency response mechanisms","Set up crisis units","National"
"2664","Case identification, contact tracing and related measures","Restriction in testing","Only in patients requiring hospitalization",""
"2666","Resource allocation","Setting price for specific protective products","all protective equipment",""
"2667","Healthcare and public health capacity","Increase availability of PPE","PPE for care facilities for elderly",""
"2668","Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","mobilize doctors without license"
"2670","Environmental measures","Environmental cleaning and disinfection","Taxi",""
"2671","Social distancing","Public transport","Prohibition","bus"
"2672","Social distancing","Public transport","Prohibition","rail"
"2673","Risk communication","Actively communicate with stakeholders","Encourage work safety protocols",""
"2679","Social distancing","Mass gathering cancellation","Indoor activities","sports"
"2680","Social distancing","Small gathering cancellation","Closure of non-essential public places","recreational places"
"2681","Social distancing","Small gathering cancellation","Closure of non-essential shops","hairdressing, cosmetics, pedicure services, gaming"
"2683","Social distancing","Special measures for certain establishments","Food services","delivery from restaurants allowed"
"2684","Social distancing","Special measures for certain establishments","Essential shops","opening hours essential stores reduced, Sunday also open, supervised entry"
"2685","Travel restriction","Airports closing for all international flights","Except for Humanitarian and Medical Transport",""
"2686","Travel restriction","Stop public transports","cable cars, funiculars",""
"2687","Risk communication","Educate and actively communicate with the public","Scale-up communication to the public","mobile message to inform public about gathering ban"
"2688","Case identification, contact tracing and related measures","Border health check","Health screening","non-citizens"
"2689","Case identification, contact tracing and related measures","Border health check","Health certificate requested","non-citizens"
"2691","Social distancing","Small gathering cancellation","Total","Except 5 co-workers or persons from same household"
"2693","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Lower electricity bills for household customers and small business customers"
"2694","Social distancing","Special measures for certain establishments","Food services","Grocery stores opens 8am-6pm"
"2696","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","sick pay during epidemic covered by the Health Insurance Institute of Slovenia, not the employer"
"2697","Risk communication","Educate and actively communicate with the public","Encourage donation for covid19 crisis","Bank accout opened for donation"
"2698","Travel restriction","Border restriction","Border control","with Austria"
"2699","Environmental measures","Environmental cleaning and disinfection","Frequently touched common surfaces in multi-apartment buildings",""
"2700","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Benefits for self-employed, students, pensioners"
"2701","Risk communication","Educate and actively communicate with the public","Hand hygiene","warning note in front of lift"
"2702","Social distancing","Mandatory use of masks","In special cases","Indoors"
"2703","Social distancing","Measures for special populations","Special hours for shopping","shop access by vulnerable population between 8am-10am."
"2704","Travel restriction","Individual movement restrictions","Prohibition of moving out the municipality of residence","ban on moving outside the municipality of permanent or temporary residence"
"2705","Environmental measures","Environmental cleaning and disinfection","Cheongdo Daenam hospital",""
"2706","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","minimize gathering events and outdoor activities."
"2707","Risk communication","Educate and actively communicate with the public","Activate communication to the public","Information campaign about Covid-19 prevention"
"2709","Healthcare and public health capacity","Increase healthcare workforce","Mobilize doctors","24 more doctors deployed to Daegu-"
"2711","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","in total 22 virus-detection centers in Daegu"
"2712","Case identification, contact tracing and related measures","Enhance detection system","Testing every persons in high-risk facilities",""
"2714","Case identification, contact tracing and related measures","Surveillance","Implement community-based surveillance","Restaurants, offices, hotels, and others check temperature before entry"
"2715","Case identification, contact tracing and related measures","Tracing and monitoring","Contacts monitored via phone to check any symptom","member list of Shincheonji religious sect"
"2716","Case identification, contact tracing and related measures","Isolation of cases","System is scaled-up","More focused on isolating and treating potential cases"
"2717","Case identification, contact tracing and related measures","Tracing and monitoring","Suspected cases",""
"2718","Healthcare and public health capacity","Scale up emergency response mechanisms","Mobilize other forces","Fire trucks for transporting suspects"
"2721","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","Drive-by Testing"
"2722","Social distancing","Mass gathering cancellation","","Ban rallies at three major public squares in the city center"
"2723","Social distancing","Mass gathering cancellation","Festivals, faith-based events","close down Shincheonji churches"
"2724","Social distancing","Mass gathering cancellation","Closure of non-essential public places","ban the use of Seoul plaza, Cheonggye plaza and Gwanghwamun plaza"
"2725","Risk communication","Actively communicate with healthcare professionals","Sensitization of hospital, medico-social and liberal health professionals","Guidelines to prevent Covid19 Transmission"
"2726","Risk communication","Actively communicate with healthcare professionals","Health agencies and emergency healthcare","test and treatment to be focused on vulnerable population"
"2728","Case identification, contact tracing and related measures","Airport health check","Quarantine and health screening","All travellers from Mainland China, Hong Kong and Macao"
"2730","Case identification, contact tracing and related measures","Airport health check","Health declaration",""
"2731","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms","Testing at quarantine station"
"2732","Case identification, contact tracing and related measures","Border health check","Health declaration","persons with travel history within the last 14 days to China"
"2733","Case identification, contact tracing and related measures","Border health check","Test at the border","Incoming from Europe"
"2734","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","incoming from USA"
"2735","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","all travellers"
"2736","Travel restriction","Border restriction","Borders closed for people from Wuhan and Hubei",""
"2737","Travel restriction","Cancellation of international flights","partial","Asian countries"
"2738","Healthcare and public health capacity","Case management","Implement triage procedures","Life treatment centers"
"2739","Healthcare and public health capacity","Case management","Prioritize care","Severe cases hospitalized"
"2742","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","financial package"
"2743","Risk communication","Educate and actively communicate with the public","Guidelines","Guidelines to prevent Covid19 Transmission"
"2744","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who attended a service at Shincheonji Church"
"2745","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who visited Cheongdo Daenam hospital"
"2746","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Guidelines for travellers"
"2747","Risk communication","Educate and actively communicate with the public","Enhance communication to the public","voluntary lockdown of affected cities and provinces"
"2749","Risk communication","Educate and actively communicate with the public","Respiratory etiquette","Advice for correct use of face masks"
"2750","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Smartphone push alerts, blog posts and regular briefings streamed live on YouTube"
"2751","Risk communication","Educate and actively communicate with the public","Enhance communication to the public","Press Release"
"2755","Risk communication","Educate and actively communicate with the public","Guidelines for self-quarantine",""
"2759","Risk communication","Educate and actively communicate with the public","Avoid indoor close-contact","Strong recommendation against close-contact indoor gatherings"
"2761","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Advice campaign for incoming travellers"
"2763","Risk communication","Educate and actively communicate with the public","Answer to questions","reporters will ask questions via online group chat room"
"2764","Risk communication","Educate and actively communicate with the public","Encourage disinfection of the environment","Disinfection of frequently used surfaces or objects"
"2767","Risk communication","Actively communicate with healthcare professionals","Provide documentation",""
"2768","Social distancing","Mandatory use of masks","Symptomatic persons and health facility visitors",""
"2772","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","USA, Europe"
"2773","Case identification, contact tracing and related measures","Quarantine","Nationals who travelled to at risk areas","Nationals and residents"
"2775","Healthcare and public health capacity","Research","Antibody research","successfully developed a probe to detect COVID-19 antibody in the blood"
"2776","Case identification, contact tracing and related measures","Restriction in testing","Only in patients with symptoms or and epidemiological link",""
"2777","Case identification, contact tracing and related measures","Enhance detection system","Search for and/or monitor contacts","Epidemiological investigation"
"2778","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Italy, Iran"
"2779","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Spain, France, UK, Germany, Netherlands"
"2780","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China",""
"2781","Case identification, contact tracing and related measures","Tracing and monitoring","All incomings from high-risk areas","smartphone app"
"2782","Case identification, contact tracing and related measures","Tracing and monitoring","cases","disclosure of spatial and temporal information"
"2783","Social distancing","Work safety protocols","Businesses",""
"2784","Healthcare and public health capacity","Research","Vaccine and antiviral development","162,359,803 euro for 10 years of research 2020-2029"
"2785","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Enhanced social distancing campaign (22 March - 5 April) has been been extended until 19 April"
"2786","Risk communication","Actively communicate with stakeholders","","Promote the 2m distance"
"2787","Risk communication","Actively communicate with stakeholders","","Encourage self-initiated quarantine"
"2789","Healthcare and public health capacity","Increase healthcare workforce","Protect healthcare professionals","Application date not fixed"
"2790","Risk communication","Actively communicate with healthcare professionals","Guidelines","Application date not fixed"
"2791","Healthcare and public health capacity","Increase availability of PPE","Increase domestic production",""
"2792","Healthcare and public health capacity","Increase availability of PPE","","Purchase of full-body PPE"
"2793","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home","For high-risk communities"
"2794","Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","For high-risk communities"
"2795","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Religious institutions"
"2796","Risk communication","Educate and actively communicate with the public","Measures for special populations","Infection prevention/control manager"
"2797","Social distancing","Measures for special populations","Vulnerable populations","Check temperature before entry in high-risks facilities/communities"
"2798","Risk communication","Educate and actively communicate with the public","Promote social distancing measures","Young people"
"2799","Risk communication","Educate and actively communicate with the public","Guidelines","For voting 10-11 April"
"2801","Travel restriction","Cordon sanitaire","One municipality",""
"2804","Social distancing","Closure of educational institutions","Complete closure of educational institutions","Scale up the measures"
"2805","Social distancing","Closure of educational institutions","Partial closure of educational institutions",""
"2806","Social distancing","Mass gathering cancellation","Elections cancelled",""
"2807","Travel restriction","Outgoing domestic travel ban","Restricted domestic flights",""
"2808","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Holy Week Festival"
"2811","Travel restriction","Border restriction","Borders closed for goods coming from high-risk areas","Morocco"
"2812","Travel restriction","Cordon sanitaire","One hotel",""
"2814","Travel restriction","Denial entry to boats with more than 100 passengers","Sea connections to The Balearic Islands cease",""
"2828","Risk communication","Educate and actively communicate with the public","Recommendation for home office","Recommentions from the Ministry of Health"
"2832","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Feria de Abril"
"2835","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Italy"
"2836","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Morocco"
"2840","Resource allocation","Crisis management plans","Implement repurpose community services plans","Financial support to GDP"
"2841","Resource allocation","Crisis management plans","Implement repurpose government plans","Interministerial Coordination Committee"
"2842","Resource allocation","Crisis management plans","Implement repurpose government plans","Scientific Technical Committee COVID-19"
"2843","Risk communication","Educate and actively communicate with the public","Activate communication to the public","Information in airplanes that land in Spain"
"2844","Risk communication","Educate and actively communicate with the public","Churches should remove the holy water from the pillars, avoid the gesture of shaking hands, not kiss religious images","From the Spanish Episcopal Conference"
"2845","Risk communication","Educate and actively communicate with the public","","Ministry of Health Campaign ""This Virus We Stop Together"" is launched"
"2846","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people showing symptoms"
"2848","Healthcare and public health capacity","Increase availability of PPE","Face masks","Increase production of masks locally"
"2849","Healthcare and public health capacity","Increase availability of PPE","Face masks","Donation of masks (China to Spain)"
"2850","Healthcare and public health capacity","Increase availability of PPE","Face masks","Distribution of masks"
"2852","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home",""
"2856","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Barcelona's Mobile World Congress was cancelled"
"2857","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Politics and at work"
"2858","Social distancing","Mass gathering cancellation","Sport events","Professional sport competition hold closed"
"2861","Travel restriction","Outgoing oversea travel ban","European Union agrees temporary restriction on travel",""
"2866","Social distancing","Return operation of nationals living in regions at risk","the whole country of China , South Korea, Japan, Singapore, Iran and four regions in northern Italy: Lombardy, Veneto, Piedmont and Emilia Romagna",""
"2869","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Falles of Valencia"
"2870","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Magdalena, in Castellon"
"2875","Healthcare and public health capacity","Reduce the burden on health system","Restrict testing",""
"2881","Risk communication","Actively communicate with healthcare professionals","",""
"2882","Risk communication","Actively communicate with stakeholders","Risk assessment before an event","Safety recommendations"
"2883","Travel restriction","Border restriction","Borders closed for people from outside Europe","all non-citizens of EEA or Switzerland with exceptions for essential travel"
"2884","Travel restriction","Cancellation of international flights","Partial","Northern Italy"
"2885","Social distancing","Closure of educational institutions","",""
"2889","Risk communication","Educate and actively communicate with the public","Safety during sport practice",""
"2890","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to Hubei province"
"2891","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to  rest of China except Macao and Hong Kong"
"2893","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to parts of South Korea"
"2894","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to northern Italy"
"2896","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Tyrol"
"2899","Risk communication","Educate and actively communicate with the public","","advised people who felt sick to stay at home and not enter the arena of Melodifestivalen 2020 on"
"2900","Risk communication","Educate and actively communicate with the public","","Press conference invitation for media. The Public Health Agency and other specialists"
"2907","Risk communication","Educate and actively communicate with the public","","Public Health Agency of Sweden: Think about whether the trip is really necessary"
"2911","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Healthcare professionals with respiratory symptoms"
"2915","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling suspected cases of covid-19"
"2916","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling confirmed cases of covid-19"
"2920","Social distancing","Mass gathering cancellation","Limit to 500 persons",""
"2924","Healthcare and public health capacity","Reduce the burden on health system","Simplification of the health journey",""
"2926","Social distancing","Special measures for certain establishments","Food services","Ensure social distancing"
"2935","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","By law"
"2936","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","Measure extended"
"2941","Travel restriction","Train transport restrictions","Reduction in service",""
"2949","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Italy, exception cross-border workers, goods transport, swiss citizens or residents, transit, and exceptional cases"
"2950","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Italy, Germany, France,  Austria"
"2951","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain"
"2952","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain, and all States outside Schengen Area"
"2957","Risk communication","Educate and actively communicate with the public","Enhance communication to the public","smartphone app"
"2959","Risk communication","Educate and actively communicate with the public","Promote the 2m distance","flyers"
"2960","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Israel"
"2962","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","world wide"
"2963","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","France"
"2964","Risk communication","Educate and actively communicate with the public","flyers","avoid hand shaking, updated campaign"
"2965","Risk communication","Educate and actively communicate with the public","flyers","call before showing up in medical practice or hospital, updated campaign"
"2966","Risk communication","Educate and actively communicate with the public","flyers","throw tissues after use in trash bin, updated campaign"
"2967","Risk communication","Educate and actively communicate with the public","Encourage hand hygiene","flyers"
"2972","Social distancing","Mandatory use of masks","In special cases","Exams"
"2979","Social distancing","Mass gathering cancellation","Sport events","Eishockey"
"2981","Social distancing","Measures for special populations","Mandatory home office","for vulnerable people if working place not safe"
"2982","Social distancing","Measures for special populations","Measures to limit contact to the elderly","flyers"
"2984","Social distancing","Measures for special populations","More exposed professionals (not healthcare)","construction site workers, industry workers"
"2985","Social distancing","Measures for special populations","","persons that belong to risks groups not to be burdened with child care"
"2987","Healthcare and public health capacity","Reduce the burden on health system","Promote self-initiated isolation of people with mild respiratory symptoms","flyers"
"2989","Social distancing","Return operation of nationals living in regions at risk","Brazil",""
"2990","Social distancing","Return operation of nationals living in regions at risk","Costa Rica",""
"2992","Social distancing","Return operation of nationals living in regions at risk","Morocco",""
"2993","Social distancing","Return operation of nationals living in regions at risk","North Korea",""
"2994","Social distancing","Return operation of nationals living in regions at risk","Peru, Colombia",""
"2995","Social distancing","Return operation of nationals living in regions at risk","",""
"3002","Social distancing","Small gathering cancellation","Limit up to 5 persons","Outdoors"
"3003","Social distancing","Small gathering cancellation","","Restaurants, Bars und Diskotheken limit up to 50"
"3004","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Germany, France, Italy, Austria, Spain"
"3007","Risk communication","Actively communicate with stakeholders","Answer to questions","Telephone hotlines covid-19"
"3008","Case identification, contact tracing and related measures","Border health check","Health screening",""
"3009","Travel restriction","Border restriction","Italy",""
"3010","Travel restriction","Border restriction","Strenghten the restriction","Italy"
"3015","Risk communication","Educate and actively communicate with the public","Activate communication to the public","press release"
"3017","Risk communication","Educate and actively communicate with the public","Answer to questions","educational video by cantonal doctor"
"3020","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Social media"
"3021","Risk communication","Educate and actively communicate with the public","","do not show up to your doctor, but call doctor if travelled to high risk area within the last 14 days and have respiratory signs/fever"
"3026","Social distancing","Mass gathering cancellation","All public and private events",""
"3027","Social distancing","Mass gathering cancellation","Limit up to 150 persons",""
"3032","Social distancing","Measures for special populations","Measures to limit contact to long-term care facilities","Restrictions for visitors"
"3034","Social distancing","Work safety protocols","Vulnerable populations",""
"3035","Social distancing","Measures for special populations","",""
"3036","Healthcare and public health capacity","Reduce the burden on health system","Health hotline",""
"3041","Social distancing","Small gathering cancellation","Closure of restaurants/bars/cafes","partial"
"3042","Social distancing","Small gathering cancellation","Limit up to 50 persons",""
"3052","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Doha/Qatar"
"3056","Travel restriction","Border restriction","Denial entry of travellers from high risk areas other than China","Iraq, Jordan"
"3057","Travel restriction","Border restriction","Denial entry of travellers from high risk areas other than China","all countries where state of epidemics is declared"
"3067","Environmental measures","Environmental cleaning and disinfection","Public Transport",""
"3072","Social distancing","Small gathering cancellation","(unspecified)",""
"3075","Risk communication","Actively communicate with stakeholders","Provides recommendation for business continuity",""
"3077","Case identification, contact tracing and related measures","Airport health check","Health certificate requested","Travelers from China"
"3079","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms",""
"3080","Travel restriction","Airport restriction","Denial entry of travellers from China","Chinese national"
"3081","Travel restriction","Airport restriction","Denial entry of travellers from high risk areas other than China","Hong Kong or Macau"
"3083","Travel restriction","Airport restriction","Denial entry of travellers from Wuhan","Entry permits canceled for 459 tourists from Wuhan set to arrive later in January"
"3084","Travel restriction","Airport restriction","Denial entry of Wuhan residents","Borders closed for people from Wuhan"
"3085","Travel restriction","Airport restriction","Transiting Taiwan by air not allowed",""
"3086","Case identification, contact tracing and related measures","Border health check","Health certificate requested","Health certificate for travellers from China"
"3087","Case identification, contact tracing and related measures","Border health check","Health certificate requested","Health certificate for all travellers"
"3093","Travel restriction","Border restriction","Borders closed to all non-citizens","only exceptional cases allowed"
"3094","Travel restriction","Border restriction","Denial entry of travellers from high risk areas other than China","Denial entry of Hongkong and Macau residents"
"3095","Travel restriction","Border restriction","Denial entry of travellers from high risk areas other than China","MS Westerdam"
"3096","Social distancing","Closure of educational institutions","Closure of kindergartens",""
"3098","Social distancing","Closure of educational institutions","Closure of universities, research institutions",""
"3100","Travel restriction","Denial entry to boats with more than 100 passengers","All international cruise ships",""
"3101","Travel restriction","Denial entry to boats with more than 100 passengers","With history of travel to China, Hong Kong, or Macau","Cruise ships with previous dockings in China, Hong Kong, or Macau in past 14 days are banned"
"3102","Travel restriction","Denial entry to boats with more than 100 passengers","With suspected cases or from China","Cruise ships with suspected cases in past 28 days are banned"
"3104","Risk communication","Educate and actively communicate with the public","Communication via government official site",""
"3105","Risk communication","Educate and actively communicate with the public","Communication via social media",""
