Country,iso3c,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Comment,Source
El Salvador ,SLV,El Salvador ,11/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare Orange Alert Statement ,,,https://www.voanoticias.com/a/el-salvador-declara-alerta-naranja-ente-riesgo-a-coronavirus-/5325038.html
El Salvador ,SLV,El Salvador ,11/03/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,Household quarantine for travelers,Home quarantine for people who came from countries at risk of contagion,
El Salvador ,SLV,El Salvador ,11/03/2020,Social distancing,Closure of educational institutions,Total closure of educational institutions,"Complete closure of kindergardens, primary and secondary schools, universities",,https://www.voanoticias.com/a/el-salvador-decreta-cuarentena-coronavirus-/5325592.html
El Salvador ,SLV,El Salvador ,11/03/2020,Risk communication,Educate and actively communicate with the public,Promote the 2m distance,,,https://www.covid19.gob.sv/medidas-de-prevencion/
El Salvador ,SLV,El Salvador ,11/03/2020,Risk communication,Encourage hand hygiene,,,,https://www.covid19.gob.sv/medidas-de-prevencion/
El Salvador ,SLV,El Salvador ,11/03/2020,Social distancing,Mass gathering cancellation,Limit up to 500 persons,,,https://www.voanoticias.com/a/el-salvador-decreta-cuarentena-coronavirus-/5325592.html
El Salvador ,SLV,El Salvador ,11/03/2020,Social distancing,Mass gathering cancellation,"Sport events, concerts",,,https://www.voanoticias.com/a/el-salvador-decreta-cuarentena-coronavirus-/5325592.html
El Salvador ,SLV,El Salvador ,11/03/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment ,"Airports, ports and borders",,https://www.youtube.com/watch?v=dla9f1vS-PM
El Salvador ,SLV,El Salvador ,11/03/2020,"Case identification, contact tracing and related measures",Quarantine,All incomings,,"30-day quarantine to people who enter the country by any means, in order to prevent massive contagion",https://arpas.org.sv/2020/03/que-implica-la-cuarentena-decretada-en-el-salvador-ante-riesgo-del-covid-19/
El Salvador ,SLV,El Salvador ,12/03/2020,"Case identification, contact tracing and related measures",Quarantine,Additional quarantine facilities,Enable shelters as containment centers for people who come from countries with potential risk,,https://www.infobae.com/america/agencias/2020/03/12/el-salvador-habilita-albergue-y-refuerza-fronteras-por-coronavirus/
El Salvador ,SLV,El Salvador ,13/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare Red Alert Statement ,,,https://proteccioncivil.gob.sv/alerta-roja-por-evolucion-del-covid-19-13-marzo-2020/
El Salvador ,SLV,El Salvador ,14/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare Emergency state,,,https://www.voanoticias.com/a/asamblea-el-salvador-declarara-emergencia-nacional-/5328938.html
El Salvador ,SLV,El Salvador ,14/03/2020,Social distancing,Mass gathering cancellation,Limit up to 75 persons,,,https://www.voanoticias.com/a/elsalvador-coronavirus-emergencia/5329152.html
El Salvador ,SLV,El Salvador ,14/03/2020,Social distancing,Mass gathering cancellation,Closure of restaurants/bars/cafes/discoteques,,,https://www.voanoticias.com/a/elsalvador-incrementara-medidas-de-prevencion-por-covud19-/5331385.html
El Salvador ,SLV,El Salvador ,15/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Postponement of non-essential care and non-urgent operations in hospitals,Postponement of medical appointments,,https://www.laprensagrafica.com/elsalvador/Salud-y-Seguro-Social-suspenden-atencion-a-pacientes-con-cita-medica-para-priorizar-emergencia-del-coronavirus-20200315-0020.html
El Salvador ,SLV,El Salvador ,15/03/2020,Risk communication,Encourage self-initiated quarantine,For special populations,"Elderly, pregnant women",Recommend the people over 60 and pregnant women stay at home,https://www.elsalvador.com/noticias/nacional/coronavirus-nayib-bukele-albergues-salud-estado-de-excepcion/696243/2020/
El Salvador ,SLV,El Salvador ,16/03/2020,Risk communication,Encourage self-initiated quarantine,For special populations,Vulnerable people,"Recommend the people people suffering from kidney failure, immunosuppressants, serious heart conditions stay at home",https://www.laprensagrafica.com/elsalvador/Coronavirus-Gobierno-salvadoreno-anuncia-mas-medidas-para-prevenir-COVID-19-20200316-0107.html
El Salvador ,SLV,El Salvador ,16/03/2020,Social distancing,Mass gathering cancellation,Indoor activities,Fitness gym,,https://www.laprensagrafica.com/elsalvador/Coronavirus-gobierno-ordena-el-cierre-de-Duicentros-por-14-dias-ante-emergencia-por-COVID-19-y-concentraciones-de-personas-se-reducen-a-50-20200316-0042.html
El Salvador ,SLV,El Salvador ,16/03/2020,Social distancing,Mass gathering cancellation,Limit up to 50 persons,,,https://www.laprensagrafica.com/elsalvador/Coronavirus-gobierno-ordena-el-cierre-de-Duicentros-por-14-dias-ante-emergencia-por-COVID-19-y-concentraciones-de-personas-se-reducen-a-50-20200316-0042.html
El Salvador ,SLV,El Salvador ,17/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,4 suspected cases and 23 at risk of contagion. Negative tests,https://www.laprensagrafica.com/elsalvador/Hay-1579-salvadorenos-en-centros-de-contencion-de-coronavirus-dice-Gobierno-20200316-0034.html
El Salvador ,SLV,El Salvador ,17/03/2020,Travel restriction,Airport restriction,Airports closing for all international flights,,"Denied commercial passenger flights, only authorized with cargo and humanitarian aid",https://cnnespanol.cnn.com/video/el-salvador-cierre-aeropuerto-coronavirus-lkl-delcid/
El Salvador ,SLV,El Salvador ,18/03/2020,Resource allocation,Crisis management plans,Implement repurpose community services plans,For vulnerable populations,"Economic measures for vulnerable families: suspension of electric energy bills, water, tv, internet, loans and credit cards for 3 months",http://consortiumlegal.com/blog/2020/03/23/el-salvador-medidas-economicas-para-emergencia-covid19/
El Salvador ,SLV,El Salvador ,18/03/2020,"Case identification, contact tracing and related measures",Isolation of cases,Scale up the sytem,Police intervention,First confirmed case from a blind spot in Metapán,https://www.bbc.com/mundo/noticias-america-latina-51881075
El Salvador ,SLV,Metapán city ,18/03/2020,Travel restriction,Cordon sanitaire,One city,Metapán city ,"Place a sanitary cord for 48 hours in Metapán, Santa Ana",https://www.elsalvador.com/noticias/nacional/metapan-cordon-sanitario-coronavirus-caso-confirmado/697505/2020/
El Salvador ,SLV,El Salvador ,18/03/2020,Social distancing,Mass gathering cancellation,Closure maquila industry and call centers,,,http://ariaslaw.com/es/prensa/el-salvador-cierre-de-call-centers-y-maquilas-por
El Salvador ,SLV,El Salvador ,19/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,,"Closing of shopping malls, only open bank agencies, supermarkets and pharmacies. Restaurants only to take away or at home",http://industriaelsalvador.com/2020/03/19/presidente-ordena-cierre-de-centros-comerciales-de-el-salvador-por-14-dias/
El Salvador ,SLV,El Salvador ,19/03/2020,Social distancing,Special measures for certain establishments,Food services,Only delivery,,https://www.elsalvador.com/eldiariodehoy/economia-domicilio-comida-restaurantes/697035/2020/
El Salvador ,SLV,El Salvador ,20/03/2020,Healthcare and public health capacity,Activate healthcare capacity,Activate surge plans for health facilities,Increase patient capacity ,Construction of a temporary hospital for patient care covid-19,https://www.facebook.com/CIFCOSV/posts/3317601204936485/
El Salvador ,SLV,El Salvador ,20/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,"102 tests done, 2 infections of COVID-19. Total 3",https://www.solonoticias.com/2020/03/20/confirman-2-nuevos-casos-de-coronavirus-en-el-salvador/
El Salvador ,SLV,El Salvador ,21/03/2020,Social distancing,Closure of non-essencial public places,Closure of public squares and beaches,,"Restricciones en espacios públicos: playas, plazas, etc",http://www.102nueve.com/2020/03/17/alcaldia-de-san-salvador-cierra-parques-y-plazas-por-alerta-de-coronavirus/
El Salvador ,SLV,El Salvador ,21/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Increase testing capacity (number tests),,"102 tests, 99 with risk of contagion (from countries with high cases) and 3 suspects (symptoms)",https://www.elsalvador.com/noticias/nacional/coronavirus-el-salvador-restriccion-de-circulacion-nayib-bukele/698517/2020/
El Salvador ,SLV,El Salvador ,22/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential working places,,Legislative Decree: Extraordinary prevention and containment measures to declare the national territory as an area subject to sanitary control in order to contain a pandemic COVID-19,https://elfaro.net/es/202003/el_salvador/24151/Cuarentena-obligatoria-nacional-de-30-d%C3%ADas-y-ayudas-para-15-millones-de-familias.htm
El Salvador ,SLV,El Salvador ,22/03/2020,Social distancing,Small gathering cancellation,Increase delivery capacity for food products,,,https://elfaro.net/es/202003/el_salvador/24151/Cuarentena-obligatoria-nacional-de-30-d%C3%ADas-y-ayudas-para-15-millones-de-familias.htm
El Salvador ,SLV,El Salvador ,22/03/2020,Social distancing,Public transport,Stricter limits on number of passengers allowed in busses,,,https://elmundo.sv/verifican-que-conductores-de-transporte-publico-y-particular-cumplan-medidas-por-el-covid-19/
El Salvador ,SLV,El Salvador ,22/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,97 test done. Negative tests.   ,https://www.laprensagrafica.com/elsalvador/Coronavirus-El-Salvador-no-registra-casos-nuevos-de-COVID-19-tras-el-resultado-de-97-pruebas-20200322-0064.html
El Salvador ,SLV,El Salvador ,22/03/2020,Travel restriction,National lockdown,,,Household quarantine for 30 days nationwide,https://www.elsalvador.com/eldiariodehoy/coronavirus-el-salvador-restricciones-de-circulacion-bukele/698631/2020/
El Salvador ,SLV,El Salvador ,22/03/2020,Social distancing,Small gathering cancellation,Police and army control and sanctions,,People who did not comply with the restrictions will spend 30 days in quarantine,https://www.eluniverso.com/noticias/2020/03/23/nota/7792284/salvador-cuarentena-coronavirus-centros-contencion
El Salvador ,SLV,El Salvador ,22/03/2020,Social distancing,Small gathering cancellation,Mandatory home office,By law,Telework law passed,https://www.elsalvador.com/eldiariodehoy/teletrabajo-asamblea-legislativa/698342/2020/
El Salvador ,SLV,El Salvador ,23/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,"77 tests, 2 confirmed cases, from Italy. Total 5",https://www.solonoticias.com/2020/03/23/confirman-2-nuevos-casos-del-coronavirus-covid-19-en-el-pais/
El Salvador ,SLV,El Salvador ,24/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,"4 cases, USA (2), Canada (1) y Guatemala (1). Total 9 ",https://www.solonoticias.com/2020/03/24/ya-son-9-casos-confirmados-de-covid-19-en-el-salvador/
El Salvador ,SLV,El Salvador ,25/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of suspected cases,,"170 tests, 4 positives. Total 13",https://www.eleconomista.net/actualidad/Coronavirus-en-El-Salvador-cifra-de-infectados-con-COVID-19-sube-a-13-20200325-0030.html
Kazakhstan,KAZ,Kazakhstan,06/01/2020,"Case identification, contact tracing and related measures",Airport health check,Measure temperature for passengers from China,Complete,,https://primeminister.kz/ru/news/press/minzdravom-rk-prinyat-kompleks-mer-po-preduprezhdeniyu-i-nerasprostraneniyu-v-kazahstane-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,06/01/2020,"Case identification, contact tracing and related measures",Airport health check,Quarantine all incoming people with fever,Complete,,https://primeminister.kz/ru/news/press/minzdravom-rk-prinyat-kompleks-mer-po-preduprezhdeniyu-i-nerasprostraneniyu-v-kazahstane-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,28/01/2020,Travel restriction,Denial entry of travellers from China,Complete,,"Stopped issuing transit visas for Chinese nationals. Not sure about the date, but I assume this kind of decision can be implemented immediately, so I left the date of official announcement.",https://primeminister.kz/ru/news/premer-ministr-rk-a-mamin-provel-soveshchanie-po-voprosu-zashchity-naseleniya-ot-koronavirusa
Kazakhstan,KAZ,Kazakhstan,29/01/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,,Banned all buses to and from China,https://primeminister.kz/ru/news/informacionnoe-soobshchenie-dlya-smi
Kazakhstan,KAZ,Kazakhstan,01/02/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,,Banned all trains to and from China,https://primeminister.kz/ru/news/informacionnoe-soobshchenie-dlya-smi
Kazakhstan,KAZ,Kazakhstan,03/02/2020,Travel restriction,Border restriction,Borders closed for travellers but open for food supply,,Banned all flights to and from China,https://primeminister.kz/ru/news/informacionnoe-soobshchenie-dlya-smi
Kazakhstan,KAZ,Kazakhstan,29/01/2020,Travel restriction,Denial entry of travellers from China,,,"Stopped issuing any kind of visa for Chinese nationals. Not sure about the date, but I assume this kind of decision can be implemented immediately, so I left the date of official announcement.",https://primeminister.kz/ru/news/informacionnoe-soobshchenie-dlya-smi
Kazakhstan,KAZ,Kazakhstan,02/02/2020,Social distancing,Return operation of nationals living in regions at risk,China,,83 KZ nationals were evacuated from Wuhan,https://primeminister.kz/ru/news/kazahstan-evakuiroval-svoih-grazhdan-iz-uhanya
Kazakhstan,KAZ,Kazakhstan,11/02/2020,Social distancing,Return operation of nationals living in regions at risk,China,,217 KZ nationals were evacuated from China to KZ,https://primeminister.kz/ru/news/11-fevralya-217-grazhdan-rk-dostavleny-iz-kitaya-v-g-nur-sultan-mid-rk
Kazakhstan,KAZ,Kazakhstan,10/02/2020,Travel restriction,Deportation of Chinese nationals,,,43 Chinese nationals were deported back to China as per request from Chinese officials,https://primeminister.kz/ru/news/11-fevralya-217-grazhdan-rk-dostavleny-iz-kitaya-v-g-nur-sultan-mid-rk
Kazakhstan,KAZ,Kazakhstan,12/02/2020,Travel restriction,Deportation of Chinese nationals,,,155 Chinese nationals were deported back to China as per request from Chinese officials,https://primeminister.kz/ru/news/11-fevralya-217-grazhdan-rk-dostavleny-iz-kitaya-v-g-nur-sultan-mid-rk
Kazakhstan,KAZ,Kazakhstan,01/03/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,Quarantine and monitoring,"14-day hospitalization and quarantination of nationals from China and Iran, followed by 10-day of close medical surveillance.",https://primeminister.kz/ru/news/s-1-marta-v-kazahstane-vveden-chetvertyy-etap-usileniya-po-preduprezhdeniyu-zavoza-i-rasprostraneniya-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,01/03/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,Quarantine and monitoring,"14-day house quarantination of nationals arriving from South Korea, Japan, Italy, Hong Kong, Taiwan, Macao. Violation of quarantine is fined by a minimum 13,255 KZT (~29.49 USD, ~27.33 Euros)",https://primeminister.kz/ru/news/s-1-marta-v-kazahstane-vveden-chetvertyy-etap-usileniya-po-preduprezhdeniyu-zavoza-i-rasprostraneniya-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,01/03/2020,"Case identification, contact tracing and related measures",Quarantine,People who travelled to China or high-risk areas,Quarantine and monitoring,"14-day house surveillence by medical workers for nationals traveling from a country with 10 or more confirmed cases, followed by 10-day remote surveillence by phone.  Violation of quarantine is fined by a minimum 13,255 KZT (~29.49 USD, ~27.33 Euros",https://primeminister.kz/ru/news/s-1-marta-v-kazahstane-vveden-chetvertyy-etap-usileniya-po-preduprezhdeniyu-zavoza-i-rasprostraneniya-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,01/03/2020,"Case identification, contact tracing and related measures",Self-screening ,People who travelled to China or high-risk areas,Quarantine and monitoring,24-day remote surveillence by phone for nationals traveling from a country with less than 10 confirmed cases,https://primeminister.kz/ru/news/s-1-marta-v-kazahstane-vveden-chetvertyy-etap-usileniya-po-preduprezhdeniyu-zavoza-i-rasprostraneniya-koronavirusnoy-infekcii
Kazakhstan,KAZ,Kazakhstan,01/03/2020,Travel restriction,Cancellation of international flights,Partial,South Korea,From 9 to 3 per week,https://primeminister.kz/ru/news/press/priostanovlena-vydaca-razresenii-na-privlecenie-inostrannoi-rabocei-sily-dly-stran-pervoi-i-vtoroi-kategorii-e-tugjanov
Kazakhstan,KAZ,Kazakhstan,01/03/2020,Travel restriction,Cancellation of international flights,Total,Iran,,https://primeminister.kz/ru/news/press/priostanovlena-vydaca-razresenii-na-privlecenie-inostrannoi-rabocei-sily-dly-stran-pervoi-i-vtoroi-kategorii-e-tugjanov
Kazakhstan,KAZ,Kazakhstan,05/03/2020,Travel restriction,Cancellation of international flights,Partial,Japan,From 2 to 1,https://primeminister.kz/ru/news/press/priostanovlena-vydaca-razresenii-na-privlecenie-inostrannoi-rabocei-sily-dly-stran-pervoi-i-vtoroi-kategorii-e-tugjanov
Kazakhstan,KAZ,Kazakhstan,05/03/2020,Travel restriction,Cancellation of international flights,Partial,Azerbaijan,From 15 to 3 (Azerbaijan is a common route for traveling to from Iran to KZ),https://primeminister.kz/ru/news/press/priostanovlena-vydaca-razresenii-na-privlecenie-inostrannoi-rabocei-sily-dly-stran-pervoi-i-vtoroi-kategorii-e-tugjanov
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Healthcare and public health capacity,Activate healthcare capacity,Activate surge plans for health facilities,Increase patient capacity,Aktobe region,https://primeminister.kz/ru/sluchaev-koronavirusnoy-infekcii-v-zapadnyh-regionah-i-kyzylordinskoy-oblasti-kazahstana-ne-zaregistrirovano-152181
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Train medical staff specially for covid-19,,"Across 5 regions (aka oblasty: Atyrau, Aktobe, West-Kazakhstan, Kyzylorda, Mangystau) ",https://primeminister.kz/ru/sluchaev-koronavirusnoy-infekcii-v-zapadnyh-regionah-i-kyzylordinskoy-oblasti-kazahstana-ne-zaregistrirovano-152181
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Educate healthcare professionals,,"Across 5 regions (aka oblasty: Atyrau, Aktobe, West-Kazakhstan, Kyzylorda, Mangystau) ",https://primeminister.kz/ru/sluchaev-koronavirusnoy-infekcii-v-zapadnyh-regionah-i-kyzylordinskoy-oblasti-kazahstana-ne-zaregistrirovano-152181
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Scale up surge plans for health facilities,,"Across 5 regions (aka oblasty: Atyrau, Aktobe, West-Kazakhstan, Kyzylorda, Mangystau) ",https://primeminister.kz/ru/sluchaev-koronavirusnoy-infekcii-v-zapadnyh-regionah-i-kyzylordinskoy-oblasti-kazahstana-ne-zaregistrirovano-152181
Kazakhstan,KAZ,Kazakhstan,13/03/2020,Social distancing,Mass gathering cancellation,Cultural events,"Theatres, cinemas, concerts, etc.",,https://zonakz.net/2020/03/12/zapret-na-provedenie-massovyx-meropriyatij-vvoditsya-v-kazaxstane-s-13-marta/
Kazakhstan,KAZ,Kazakhstan,13/03/2020,Social distancing,Mass gathering cancellation,Sport events,,,https://zonakz.net/2020/03/12/zapret-na-provedenie-massovyx-meropriyatij-vvoditsya-v-kazaxstane-s-13-marta/
Kazakhstan,KAZ,Kazakhstan,13/03/2020,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,,https://zonakz.net/2020/03/12/zapret-na-provedenie-massovyx-meropriyatij-vvoditsya-v-kazaxstane-s-13-marta/
Kazakhstan,KAZ,Kazakhstan,13/03/2020,Social distancing,Mass gathering cancellation,"Conferences, meetings, trade fairs, etc.",,,https://zonakz.net/2020/03/12/zapret-na-provedenie-massovyx-meropriyatij-vvoditsya-v-kazaxstane-s-13-marta/
Kazakhstan,KAZ,Kazakhstan,13/03/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,Treatment of surfaces at least 2 times per day ,"Concerns places of high traffic and capacity (e.g. centers for civil services, markets, train stations, airports, shopping centers, restaurants etc.)",https://zonakz.net/2020/03/12/zapret-na-provedenie-massovyx-meropriyatij-vvoditsya-v-kazaxstane-s-13-marta/
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Healthcare and public health capacity,Activate emergency response mechanisms,Declare emergency state,,,https://informburo.kz/novosti/v-kazahstane-vveli-chrezvychaynoe-polozhenie-iz-za-pandemii-koronavirusa-103434.html
Kazakhstan,KAZ,Kazakhstan,15/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial,Only take aways and delivery are allowed,https://tengrinews.kz/kazakhstan_news/chrezvyichaynoe-polojenie-kazahstane-kakie-magazinyi-trts-394674/
Kazakhstan,KAZ,Kazakhstan,19/03/2020,Travel restriction,Cordon sanitaire,One city,,,https://tengrinews.kz/kazakhstan_news/tri-doma-ryadom-s-jk-sunkar-zakryili-na-karantin-v-almatyi-395343/
Kazakhstan,KAZ,"Almaty, Nur-sultan",19/03/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,,,https://primeminister.kz/ru/news/goskomissiya-po-obespecheniyu-rezhima-chp-pri-prezidente-rk-vvela-rezhim-karantina-v-gorodah-nur-sultan-i-almaty-s-19-marta-tg-172930?fbclid=IwAR1v1PleouaFVN_yJTpujPSJLGSCdG_0Wcf3c8e7o8oayfAZnWMlxNDcfWU
Kazakhstan,KAZ,"Almaty, Nur-sultan",19/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Scale up surge plans for health facilities,"Opening of specialized clinics for confirmed, suspected cases and quarantined people",,https://primeminister.kz/ru/news/goskomissiya-po-obespecheniyu-rezhima-chp-pri-prezidente-rk-vvela-rezhim-karantina-v-gorodah-nur-sultan-i-almaty-s-19-marta-tg-172930?fbclid=IwAR1v1PleouaFVN_yJTpujPSJLGSCdG_0Wcf3c8e7o8oayfAZnWMlxNDcfWU
Kazakhstan,KAZ,"Almaty, Nur-sultan",19/03/2020,Travel restriction,Stop public transports,Partial,"Limited public transportation during day, and prohibited during night",,https://primeminister.kz/ru/news/goskomissiya-po-obespecheniyu-rezhima-chp-pri-prezidente-rk-vvela-rezhim-karantina-v-gorodah-nur-sultan-i-almaty-s-19-marta-tg-172930?fbclid=IwAR1v1PleouaFVN_yJTpujPSJLGSCdG_0Wcf3c8e7o8oayfAZnWMlxNDcfWU
Kazakhstan,KAZ,"Almaty, Nur-sultan",19/03/2020,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,Partial,Only delivery of food is allowed,https://primeminister.kz/ru/news/goskomissiya-po-obespecheniyu-rezhima-chp-pri-prezidente-rk-vvela-rezhim-karantina-v-gorodah-nur-sultan-i-almaty-s-19-marta-tg-172930?fbclid=IwAR1v1PleouaFVN_yJTpujPSJLGSCdG_0Wcf3c8e7o8oayfAZnWMlxNDcfWU
Kazakhstan,KAZ,Kazakhstan,20/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,Partial,"Working hours of shopping malls limited to 10AM - 6PM, Working hours of other non-essential markets limited to 11AM-5PM",https://primeminister.kz/ru/news/press/70-sotrudnikov-gosudarstvennyh-organizaciy-v-gg-nur-sultan-i-almaty-pereshli-na-distancionnuyu-rabotu-202528?fbclid=IwAR1MQjorB02dD0XoBEfknlyX0hIVDr0oO39S-zNdtI5HjjuMLw2xWgPx2gI
Kazakhstan,KAZ,Kazakhstan,20/03/2020,Risk communication,Respiratory etiquette,Promote the use of face mask,,People cannot enter large markets (including shopping malls) without a face masks. The markets are required to provide masks if customers don't have any,https://primeminister.kz/ru/news/press/70-sotrudnikov-gosudarstvennyh-organizaciy-v-gg-nur-sultan-i-almaty-pereshli-na-distancionnuyu-rabotu-202528?fbclid=IwAR1MQjorB02dD0XoBEfknlyX0hIVDr0oO39S-zNdtI5HjjuMLw2xWgPx2gI
Kazakhstan,KAZ,Almaty,21/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential public places,Complete,"Closure of parks, resorts, etc.",https://www.coronavirus2020.kz/ru/vse-parki-vremenno-zakryli-v-almaty_a3628042?fbclid=IwAR1MQjorB02dD0XoBEfknlyX0hIVDr0oO39S-zNdtI5HjjuMLw2xWgPx2gI
Kazakhstan,KAZ,Kazakhstan,18/03/2020,Risk communication,Educate and actively communicate with the public,Enhance communication to the public,Internet,Launching of an official news portal dedicated to COVID-19 in KZ,https://www.coronavirus2020.kz/ru
Kazakhstan,KAZ,Kazakhstan,20/03/2020,Social distancing,Small gathering cancellation,Mandatory home office,,75% of gouvernment officials are required to work remotely,https://www.coronavirus2020.kz/ru/gossluzhaschie-perehodyat-na-distancionnyy-format-raboty_a3627812?fbclid=IwAR3_zOsMJN6bT-PVVWwt6au1ph_1GmZsK5n1H8SBF-KLju1lwXXNhM-c6Gs
Kazakhstan,KAZ,"Almaty, Nur-sultan",19/03/2020,Travel restriction,Cordon sanitaire,More than one city,,Closed city borders (open only for food supplies and medicaments),https://www.coronavirus2020.kz/ru/mvd-napominaet-chto-s-polunochi-v-karantinnyh-gorodah-budut-maksimal-no-ogranicheny-v-ezdy-i-vyezdy_a3628133?fbclid=IwAR0vA95J6JJxilPNV378EL5SxMQw8vKpNyF98FQ9JYIRoBis034pBePNOYw
Kazakhstan,KAZ,Nur-sultan,21/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential working places,,Closure of centers for public services,https://www.coronavirus2020.kz/ru/rabota-conov-v-nur-sultane-priostanovlena_a3628220?fbclid=IwAR0bfB1OCLkyBRUjSsXbad7SVYYAfpq16eVqHpj9nwpX-nWHRt3CmGoreBo
Kazakhstan,KAZ,Kazakhstan,22/03/2020,"Case identification, contact tracing and related measures",Tracing and monitoring,Smartphone app to report infection / contact,,,https://www.coronavirus2020.kz/ru/v-kazahstane-razrabotano-prilozhenie-po-bystromu-vyyavleniyu-inficirovannyh-koronavirusom_a3628311?fbclid=IwAR0v7D4Qa0ogAQEzJJRo_-vCvuqytHJXSjjIw-06CSR3GEmQnN00YUyYCds
Kazakhstan,KAZ,Kazakhstan,22/03/2020,"Case identification, contact tracing and related measures",Border health check,Test at the border,International arrivals,,https://www.coronavirus2020.kz/ru/sdacha-testov-na-covid-19-i-izolyaciya-kosnetsya-vseh-aviapassazhirov-nezavisimo-ot-kategorii-stran_a3628337?fbclid=IwAR2R_2RMDuzSV6KzxGmTQHf8FbkUMdi3Rx2w3iK52De5BbvYEP1qvPLj-Gw
Kazakhstan,KAZ,Kazakhstan,06/04/2020,Social distancing,Closure of educational institutions,Complete closure of educational institutions,Complete closure of primary and secondary schools,Classes are given work remotely,https://www.coronavirus2020.kz/ru/s-6-aprelya-kazahstanskie-shkoly-pereydut-na-distancionnyy-rezhim-obucheniya_a3628605?fbclid=IwAR09oyD4CX_0N92-ouJRdeuJj4lsUSNthLmqXoqQNpd9s52uLnp5RW4Ye9U
Kazakhstan,KAZ,Kazakhstan,24/03/2020,Risk communication,Educate and actively communicate with the public,Enhance communication to the public,Internet,Created a map showing places of contact / infection,https://www.coronavirus2020.kz/ru/zapuschen-servis-po-monitoringu-za-situaciey-po-koronavirusu_a3628786?fbclid=IwAR2dhJW-AwiYyQDUZwFLN1coif6G83_hFW_BAXd_FuOfKXNY5wDqn4smgbw
Kazakhstan,KAZ,Almaty,26/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential shops,Complete,,https://www.coronavirus2020.kz/ru/s-26-marta-v-almaty-budut-rabotat-tol-ko-prodovol-stvennye-magaziny-i-apteki_a3629259?fbclid=IwAR0vA95J6JJxilPNV378EL5SxMQw8vKpNyF98FQ9JYIRoBis034pBePNOYw
Kazakhstan,KAZ,Shymkent,28/03/2020,Social distancing,Small gathering cancellation,Closure of non-essential public places,Complete,,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
Kazakhstan,KAZ,Shymkent,28/03/2020,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,,https://www.coronavirus2020.kz/ru/ogranichitel-nye-mery-v-shymkente-iz-za-covid-19-obraschenie-akima-murata-aytenova_a3629854?fbclid=IwAR1wFvSOxEoXTvRLlreOocfFRxzKP1nB7Ghx5nUVYJfV1lBPd-USNRvOCPU
