id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
6052,United States of America,USA,New York,New York,2020-03-18,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,1000 beds hospital ship,,"Amid the ongoing COVID-19 pandemic, Governor Andrew M. Cuomo today announced the USNS Comfort will be deployed to New York harbor and is expected to arrive in April. The 1,000-bed hospital ship has 12 fully-equipped operating rooms and will significantly increase New York's hospital surge capacity. The Governor is meeting with leadership of the Army Corp of Engineers today to discuss ways to increase hospital capacity in New York.",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-deployment-1000-bed-hospital-ship-usns
6053,United States of America,USA,New York,New York,2020-03-18,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,"No later than March, 18",https://www.governor.ny.gov/news/no-2024-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6054,United States of America,USA,New York,New York,2020-03-18,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for health care providers,,applies to doctors/nurses from out of state/not licenced in ny state to practice in ny state,https://www.governor.ny.gov/news/no-2025-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6055,United States of America,USA,New York,New York,2020-03-19,Resource allocation,Crisis management plans,"State aid, taxation and social security",Measures to protect renters and house owners,,"Announces 90-Day Mortgage Relief for New Yorkers, Including Waived Mortgage Payments Based on Financial Hardship and No Negative Reporting to Credit Bureaus - Waived Fees for Overdrafts, ATMs and Credit Cards",https://www.governor.ny.gov/news/governor-cuomo-signs-executive-order-mandating-businesses-require-office-personnel-decrease
6056,United States of America,USA,New York,New York,2020-03-19,Social distancing,Small gathering cancellation,Closure of non-essential shops,"All indoor common portions of retail shopping malls with in excess of 100,000 square feet of retail space available for lease ",,"all indoor common portions of retail shopping malls with in excess of 100,000 square feet of retail space available for lease shall close and cease access to the public. Any stores located within shopping malls, which have their own external entrances open to the public, separate from the general mall entrance, may remain open, subject to the requirements of Executive Order 202.3 that any restaurant shall limit itself to take out or delivery food services, and that any interior entrances to common areas of the mall remain closed and locked. ",https://www.governor.ny.gov/news/no-2025-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6057,United States of America,USA,New York,New York,2020-03-19,Social distancing,Mass gathering cancellation,Indoor activities,Hobby and leisure centres,,"all places of public amusement, whether indoors or outdoors, including but not limited to, locations with amusement rides, carnivals, amusement parks, water parks, aquariums, zoos, arcades, fairs, children’s play centers, funplexes, theme parks, bowling alleys, family and children’s attractions shall likewise be closed to the public at 8 p.m. on March 19.  This directive shall not apply to public parks and open recreation areas. ",https://www.governor.ny.gov/news/no-2025-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6058,United States of America,USA,New York,New York,2020-03-19,Social distancing,Mass gathering cancellation,Outdoor activities,"Places of public amusement: amusement rides, carnivals, amusement parks, water parks",,"all places of public amusement, whether indoors or outdoors, including but not limited to, locations with amusement rides, carnivals, amusement parks, water parks, aquariums, zoos, arcades, fairs, children’s play centers, funplexes, theme parks, bowling alleys, family and children’s attractions shall likewise be closed to the public at 8 p.m. on March 19.  This directive shall not apply to public parks and open recreation areas. ",https://www.governor.ny.gov/news/no-2025-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6059,United States of America,USA,New York,New York,2020-03-20,Social distancing,Small gathering cancellation,Mandatory home office,,," Effective on March 20 at 8 p.m.: ""to the maximum extent possible..."", Each employer shall reduce the in-person workforce at any work locations by 50% no later than March 20 at 8 p.m. Excluding essential businesses",https://www.governor.ny.gov/news/no-2026-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6060,United States of America,USA,New York,New York,2020-03-20,Resource allocation,Crisis management plans,"State aid, taxation and social security",Suspend evictions and foreclosures,,90-day moratorium on any residential or commercial evictions. ,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6061,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Encourage stay at home,"Ederly, compromised immune systems, ill",,most vulnerable populations: 70+. compromised immune systems. underlying illnesses.,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6062,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Promote social distancing measures,Promote the 2m distance,,,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6063,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Use of public transport,Discourage use of public transport,,,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6064,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Promote self-initiated isolation of people with mild respiratory symptoms,,,Sick individuals should not leave their home unless to receive medical care and only after a telehealth visit to determine if leaving the home is in the best interest of their health.,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6065,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Direct advice to vulnerable populations,Recommend the elderly to stay at home,,,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6066,United States of America,USA,New York,New York,2020-03-20,Resource allocation,Activate or establish emergency response,Declare state of emergency,Declare emergency state: Major Disaster,,Declaring a Major Disaster in the State of New York,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-initial-delivery-equipment-and-supplies
6067,United States of America,USA,New York,New York,2020-03-20,Risk communication,Educate and actively communicate with the public,Communication targets protection of vulnerable populations,Promote the use of face masks in presence of vunerable people,,For vulnerable populations: wear a mask when in company of others. everyone in the presence of vulnerable people should wear a mask,https://www.governor.ny.gov/news/governor-cuomo-signs-new-york-state-pause-executive-order
6068,United States of America,USA,New York,New York,2020-03-21,Social distancing,Small gathering cancellation,Closure of non-essential shops,"barbershops, hair salons, tattoo or piercing parlors and related personal care (nail technicians, cosmetologists, estheticians, electrolyse, laser hair removal services) closed to the public",,"Effective March 21, 2020 at 8 p.m. and until further notice, all barbershops, hair salons, tattoo or piercing parlors and related personal care services will be closed to members of the public. This shall also include nail technicians, cosmetologists and estheticians, and the provision of electrolysis, laser hair removal services, as these services cannot be provided while maintaining social distance. ",https://www.governor.ny.gov/news/no-2027-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6069,United States of America,USA,New York,New York,2020-03-21,Social distancing,Small gathering cancellation,Mandatory home office,,," Effective on March 21 at 8 p.m.: ""to the maximum extent possible..."", Each employer shall reduce the in-person workforce at any work locations by 75% no later than March 21 at 8 p.m. Excluding non essential businesses",https://www.governor.ny.gov/news/no-2027-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6070,United States of America,USA,New York,New York,2020-03-21,Healthcare and public health capacity,Increase in medical supplies and equipment,Increase domestic production of medical equipment,Repurpose domestic industries,,"""Apparel manufacturers in the state are converting their operations to begin manufacturing masks and other medical equipment""",https://www.governor.ny.gov/news/governor-cuomo-announces-four-sites-identified-army-corps-engineers-initial-list-temporary
6071,United States of America,USA,New York,New York,2020-03-21,Healthcare and public health capacity,Increase availability of PPE,Face masks,Domestic production,,"""Apparel manufacturers in the state are converting their operations to begin manufacturing masks and other medical equipment""",https://www.governor.ny.gov/news/governor-cuomo-announces-four-sites-identified-army-corps-engineers-initial-list-temporary
6072,United States of America,USA,New York,New York,2020-03-21,Healthcare and public health capacity,Increase in medical supplies and equipment,Ventilators,,,"6,000 additional ventilators puchased",https://www.governor.ny.gov/news/governor-cuomo-announces-four-sites-identified-army-corps-engineers-initial-list-temporary
6073,United States of America,USA,New York,New York,2020-03-22,Social distancing,Small gathering cancellation,Mandatory home office,Applies only to non-essential businesses,,"Effective on March 22 at 8 p.m.: All businesses and not-for-profit entities in the state shall utilize, to the maximum extent possible, any telecommuting or work from home procedures that they can safely utilize. Each employer shall reduce the in-person workforce at any work locations by 100% no later than March 22 at 8 p.m. Excluding essential businesses",https://www.governor.ny.gov/news/no-2028-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6074,United States of America,USA,New York,New York,2020-03-22,Healthcare and public health capacity,Increase patient capacity,Increase number of medical institutions,Nursing home facility repurposed into temporary hospital,,Announces State Has Leased 600-Bed Capacity Nursing Home Facility in Brooklyn to Convert into Temporary Hospital,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-accepts-recommendation-army-corps-engineers-four
6075,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Increase patient capacity,Beds,Executive Order mandating hospitals to increase capacity by at Least 50 Percent,,Signs Executive Order Mandating Hospitals Increase Capacity by at Least 50 Percent - Goal of 100 Percent Increase in Capacity,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-initial-delivery-equipment-and-supplies
6076,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,Eliminate restrictions on ambulance services,,"Section 3001, 3005-a, 3008, and 3010 of the Public Health Law to the extent necessary to modify the definition of “emergency medical services” to include emergency, non-emergency and low acuity medical assistance; to eliminate any restrictions on an approved ambulance services or providers operating outside of the primary territory listed on such ambulance service’s operating certificate with prior approval by the Department of Health; to permit the Commissioner of Health to issue provisional emergency medical services provider certifications to qualified individuals with modified certification periods as approved; and to allow emergency medical services to transport patients to locations other than healthcare facilities with prior approval by Department of Health;",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6077,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Adapt procedures for patient management,Simplification of the health journey,Allow emergency medical services to transport patients to locations other than those formerly approved,,to allow emergency medical services to transport patients to locations other than healthcare facilities with prior approval by Department of Health.,https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6078,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Research,Simplify clinical trials regulations,Any emergency medical treatment protocol development or modification can occur solely with the approval of the Commissioner of Health,,allow any emergency medical treatment protocol development or modification to occur solely with the approval of the Commissioner of Health.    ,https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6079,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Expanded scope of practice of nurses/ physician assistant/anaesthesists/midwifes,,"permit an advanced practice registered nurse with a doctorate or master's degree specializing in the administration of anesthesia administering anesthesia in a general hospital or free-standing ambulatory surgery center without the supervision of a qualified physician in these health care settings. permit a physician assistant to provide medical services appropriate to their education, training and experience without oversight from a supervising physician without civil or criminal penalty related to a lack of oversight by a supervising physician. to permit specialist assistant to provide medical services appropriate to their education, training and experience without oversight from a supervising physician without civil or criminal penalty related to a lack of oversight by a supervising physician. to permit a  nurse practitioner to provide medical services appropriate to their education, training and experience, without a written practice agreement, or collaborative relationship with a physician, without civil or criminal penalty related to a lack of written practice agreement, or collaborative relationship, with a physician.|",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6080,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Ease the recruitment of healthcare workers,,"Any healthcare facility is authorized to allow students, in programs to become licensed in New York State to practice as a healthcare professional, to volunteer at the healthcare facility for educational credit as if the student had secured a placement under a clinical affiliation agreement, without entering into any such clinical affiliation agreement. allow graduates of foreign medical schools having at least one year of graduate medical education to provide patient care in hospitals, is modified so as to allow such graduates without licenses to provide patient care in hospitals if they have completed at least one year of graduate medical education.",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6081,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Extension of the maximum amount of working hours allowed for critical workers,,to remove limits on working hours for physicians and postgraduate trainees.,https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6082,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Increase healthcare workforce,Exception to work law allowed,Suspension of licensure laws for pharmacists,,"to permit a certified or registered pharmacy technician, under the direct personal supervision of a licensed pharmacist, to assist such licensed pharmacist, as directed, in compounding, preparing, labeling, or dispensing of drugs used to fill valid prescriptions or medication orders for a home infusion provider licensed as a pharmacy in New York, compliant with the United States Pharmacopeia General Chapter 797 standards for Pharmaceutical Compounding – sterile preparations, and providing home infusion services through a home care agency licensed under Article 36 of the Public Health Law.",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6083,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase laboratory facilities,More laboratory dedicated,,"to allow laboratories holding a Clinical Laboratory Improvement Acts (CLIA) certificate and meeting the CLIA quality standards described in 42 CFR Subparts H, J, K and M, to perform testing for the detection of SARS-CoV-2 in specimens collected from individuals suspected of suffering from a COVID-19 infection.",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6084,United States of America,USA,New York,New York,2020-03-23,Social distancing,Small gathering cancellation,Complete prohibition of gathering,,,"Non-essential gatherings of individuals of any size for any reason (e.g. parties, celebrations or other social events) are canceled or postponed at this time.",https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6085,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase laboratory facilities,Drive-in testing facilities,,"Drive Through Testing in Bronx. Testing 16,000 people per day at this point",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-initial-delivery-equipment-and-supplies
6086,United States of America,USA,New York,New York,2020-03-23,Risk communication,Educate and actively communicate with the public,Encourage stay at home,All citizens,,"""We also still have issues with density control, especially in New York City, and we are continuing to encourage all New Yorkers to think of others and stay inside as much as possible to protect our most vulnerable populations""",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-initial-delivery-equipment-and-supplies
6087,United States of America,USA,New York,New York,2020-03-23,Healthcare and public health capacity,Research,Clinical trials on COVID-19,FDA approval for study,,FDA approval for study. The trial will use antibody injections to help stimulate and promote individuals' immune systems against the virus.,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-initial-delivery-equipment-and-supplies
6088,United States of America,USA,New York,New York,2020-03-24,Healthcare and public health capacity,Increase availability of PPE,PPE for healthcare professionals,,,"Distribution of 339,760 N-95 masks, 861,700 surgical masks, 353,300 gloves, 145,122 gowns and 197,085 face shields to New York State to hospitals across New York City, Long Island and Westchester to help front line healthcare workers combat COVID-19. Details: https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-distribution-health-care-supplies-new",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-distribution-health-care-supplies-new
6089,United States of America,USA,New York,New York,2020-03-24,Healthcare and public health capacity,Increase availability of PPE,Face masks,,,"Distribution of 339,760 N-95 masks, 861,700 surgical masks, 353,300 gloves, 145,122 gowns and 197,085 face shields to New York State to hospitals across New York City, Long Island and Westchester to help front line healthcare workers combat COVID-19. Details: https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-distribution-health-care-supplies-new",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-distribution-health-care-supplies-new
6090,United States of America,USA,New York,New York,2020-03-25,Healthcare and public health capacity,Increase patient capacity,Postponement of non-essential care and non-urgent operations in hospitals,,,,https://www.governor.ny.gov/news/no-20210-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6091,United States of America,USA,New York,New York,2020-03-25,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of healthcare workers on the frontline,,"40,000 Health Professionals Have Signed up to Volunteer as Part of the State's Surge Healthcare Force",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-40000-health-professionals-have-signed
6092,United States of America,USA,New York,New York,2020-03-25,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of mental health professionals,,"6,000 mental health professionals have signed up to provide free online mental health services",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-40000-health-professionals-have-signed
6093,United States of America,USA,New York,New York,2020-03-25,Resource allocation,Crisis management plans,"State aid, taxation and social security",Postponement of rate increases,,"At Governor Cuomo's direction, the Public Service Commission today approved orders postponing rate increases for nearly 2 million customers of New York American Water and National Grid upstate that were scheduled to go into effect on April 1st. This will provide relief to families and businesses affected by COVID-19. NYAW's increase will now go into effect in September and National Grid upstate's will go into effect in July. These are the only major utilities in New York State that were due to increase their rates on April 1. The Department of Public Service is asking other utilities to consider postponing rate increases, depending on continued movement reductions due to the COVID-19 public health emergency. ",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-40000-health-professionals-have-signed
6094,United States of America,USA,New York,New York,2020-03-26,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of healthcare workers on the frontline,,"An Additional 12,000 Health Professionals Have Signed up to Volunteer as Part of the State's Surge Healthcare Force Since Yesterday - Bringing Total Number of Volunteers to More than 52,000",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-scouting-new-sites-temporary
6095,United States of America,USA,New York,New York,2020-03-27,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of mental health professionals,,"Number of Mental Health Volunteers Has Increased Another 1,400 for a Total of More Than 10,000 Volunteers",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6096,United States of America,USA,New York,New York,2020-03-27,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Recruitment of healthcare workers on the frontline,,"10,000 More Health Professionals Have Signed up to Volunteer as Part of the State's Surge Healthcare Force Since Yesterday - Bringing Total Number of Volunteers to More than 62,000",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6097,United States of America,USA,New York,New York,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security",Extended deadline for insurance-paying,,Consumers Experiencing Financial Hardship Due to COVID-19 May Defer Paying Life Insurance Premiums for 90 Days,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6098,United States of America,USA,New York,New York,2020-03-27,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Partial or total deferral of insurance payments,, Consumers and Small Businesses May Defer Paying Premiums for Property and Casualty Insurance for 60 Days,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6099,United States of America,USA,New York,New York,2020-03-27,Resource allocation,Crisis management plans,"State aid, taxation and social security",Government support the obtention of unemployment benefits,," If You Lost Employer Coverage, You Must Apply within 60 days of Losing That Coverage. Because of Loss of Income, New Yorkers May Also Be Eligible for Medicaid, the Essential Plan or Child Health Plus",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6100,United States of America,USA,New York,New York,2020-03-27,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,"New Yorkers Without Health Insurance Should Apply Now Through NY State of Health. If You Lost Employer Coverage, You Must Apply within 60 days of Losing That Coverage. Because of Loss of Income, New Yorkers May Also Be Eligible for Medicaid, the Essential Plan or Child Health Plus",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-completion-first-1000-bed-temporary
6101,United States of America,USA,New York,New York,2020-03-28,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Partial or total deferral of tax payments for businesses,,"Paragraph 28 of section 171 of the Tax Law, to the extent it limits the allowable period that the Tax Commissioner can disregard when a disaster emergency has been declared, in order to authorize the Tax Commissioner to disregard a period or more than 90 days, but not more than 100 days.",https://www.governor.ny.gov/news/no-20212-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6102,United States of America,USA,New York,New York,2020-03-28,Social distancing,Small gathering cancellation,Mandatory home office,Except certain construction,,"""only certain construction is considered exempt""",https://www.governor.ny.gov/news/no-20213-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency
6103,United States of America,USA,New York,New York,2020-03-28,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Funding for NGOs,,70 Non-Profit Organizations Statewide Will Receive $7.5 Million in Operating Support Funds to Provide Technical Assistance to Small Business Amid COVID-19 Pandemic,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-issues-executive-order-moving-new-york
6104,United States of America,USA,New York,New York,2020-03-30,Healthcare and public health capacity,Increase patient capacity,Emergency hospitals,,,"Announces First 1,000-Bed Temporary Hospital at Jacob K. Javits Convention Center Open and Accepting First Patients Today",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-statewide-public-private-hospital-plan
6105,United States of America,USA,New York,New York,2020-03-31,Healthcare and public health capacity,Adapt procedures for patient management,Case management,Hospitals prepared to treat Covid-19 patients,,Governor Andrew M. Cuomo today announced a new hospital network Central Coordinating Team that will help facilitate a more coordinated and strategic approach among the state's healthcare system in combating the COVID-19 pandemic.,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-new-hospital-network-central
6106,United States of America,USA,New York,New York,2020-03-31,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Ease the recruitment of healthcare workers,,New Online Portal to Connect Hospitals to Volunteer Healthcare Workers and Help Prioritize Deployment to Hospitals with the Greatest Need,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-new-hospital-network-central
6107,United States of America,USA,New York,New York,2020-04-02,Healthcare and public health capacity,Increase in medical supplies and equipment,Ventilators,,,"State Has Purchased 3,000 BiPAP Machines from Philips in Pittsburgh. 750 BiPAP Machines Already In Stock. to be converted into ventilators",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6108,United States of America,USA,New York,New York,2020-04-02,Healthcare and public health capacity,Increase healthcare workforce,Mobilization of domestic resources for health,Volunteers,,"21,000 Out-of-State Individuals Have Volunteered to Work in New York's Healthcare System During COVID-19 Pandemic. 85,400 Health Professionals Have Signed up to Volunteer as Part of the State's Surge Healthcare Force to Date",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6109,United States of America,USA,New York,New York,2020-04-02,Healthcare and public health capacity,Increase availability of PPE,Increase domestic production of PPE,State will pay to convert manufacturing facilities to produce PPE products,,Urges Businesses to Begin Manufacturing PPE Products. State Will Pay to Convert Manufacturing Facilities to Make PPE Products,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6110,United States of America,USA,New York,New York,2020-04-02,Resource allocation,Crisis management plans,"State aid, taxation and social security",Extended deadline for insurance-paying,,"Consumers and Small Businesses Experiencing Financial Hardship Due to COVID-19 May Defer Paying Health Insurance Premiums through June 1, 2020",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6111,United States of America,USA,New York,New York,2020-04-02,Resource allocation,Crisis management plans,"State aid, taxation and social security",Extension of health insurance,,"Special Enrollment Period for Uninsured New Yorkers to Apply for Coverage Through NY State of Health or Directly to Insurers Extended Through May 15, 2020",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6112,United States of America,USA,New York,New York,2020-04-02,Resource allocation,Crisis management plans,"State aid, taxation and social security",Government support the obtention of unemployment benefits,,"If You Lost Employer Coverage, You Must Apply Within 60 Days of Losing That Coverage",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6113,United States of America,USA,New York,New York,2020-04-02,Resource allocation,Crisis management plans,Develop all-of-society and business continuity plans,Extension of health insurance,,"Because of Loss of Income, New Yorkers May Also Be Eligible for Medicaid, the Essential Plan, Subsidized Qualified Health Plans or Child Health Plus",https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-state-department-health-has-approved
6114,United States of America,USA,New York,New York City,2020-04-01,Social distancing,Mass gathering cancellation,Outdoor activities,Closure of city playgrounds,,Announces New York City Playgrounds Will Close to Address Lack of Adherence to Social Distancing Protocols. Open Spaces Will Remain Open,https://www.governor.ny.gov/news/amid-ongoing-covid-19-pandemic-governor-cuomo-announces-regeneron-creating-500000-test-kits
6115,United States of America,USA,New York,New York City and Long Island,2020-03-21,Healthcare and public health capacity,Increase availability of PPE,Face masks,,,"N95 masks. The state has identified two million N95 masks for purchase and will send one million to New York City and 500,000 to Long Island.",https://www.governor.ny.gov/news/governor-cuomo-announces-four-sites-identified-army-corps-engineers-initial-list-temporary
6116,United States of America,USA,United States of America,United States of America,2020-01-29,Resource allocation,Activate or establish emergency response,Risk management plan,Set up crisis unit (national),,,https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-presidents-coronavirus-task-force/
6117,United States of America,USA,United States of America,United States of America,2020-02-02,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://www.npr.org/sections/health-shots/2020/01/31/801686524/trump-declares-coronavirus-a-public-health-emergency-and-restricts-travel-from-c
6118,United States of America,USA,United States of America,United States of America,2020-02-02,"Case identification, contact tracing and related measures",Airport health check,Health screening at the airport,Citizens who have a travel history to China,,"Further, U.S. citizens who have been in other areas of mainland China in the past two weeks will be subject to screening at the airport of entry and to heightened monitoring for 14 days.",https://www.npr.org/sections/health-shots/2020/01/31/801686524/trump-declares-coronavirus-a-public-health-emergency-and-restricts-travel-from-c
6119,United States of America,USA,United States of America,United States of America,2020-02-02,"Case identification, contact tracing and related measures",Quarantine,Nationals coming from high-risk areas,China,,The action means that U.S. citizens who have been in China's Hubei Province in the past 14 days will be subject to 14 days of mandatory quarantine if they travel back to the United States.,https://www.npr.org/sections/health-shots/2020/01/31/801686524/trump-declares-coronavirus-a-public-health-emergency-and-restricts-travel-from-c
6120,United States of America,USA,United States of America,United States of America,2020-03-01,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://www.whitehouse.gov/presidential-actions/proclamation-declaring-national-emergency-concerning-novel-coronavirus-disease-covid-19-outbreak/
6121,United States of America,USA,United States of America,United States of America,2020-03-02,Travel restriction,Border restriction,Entry ban to people with a travel history to China,,,"The entry into the United States, as immigrants or nonimmigrants, of all aliens who were physically present within the People’s Republic of China, excluding the Special Administrative Regions of Hong Kong and Macau, during the 14-day period preceding their entry or attempted entry into the United States is hereby suspended",https://www.whitehouse.gov/presidential-actions/proclamation-suspension-entry-immigrants-nonimmigrants-persons-pose-risk-transmitting-2019-novel-coronavirus/
6122,United States of America,USA,United States of America,United States of America,2020-03-02,Travel restriction,Border restriction,Entry ban to people from high-risk areas other than China,Iran,,"The entry into the United States, as immigrants or nonimmigrants, of all aliens who were physically present within the Islamic Republic of Iran during the 14-day period preceding their entry or attempted entry into the United States is hereby suspended",https://www.federalregister.gov/documents/2020/03/04/2020-04595/suspension-of-entry-as-immigrants-and-nonimmigrants-of-certain-additional-persons-who-pose-a-risk-of
6123,United States of America,USA,United States of America,United States of America,2020-03-06,Resource allocation,Crisis management plans,Repurpose government plans,Emergency funds,,$8.3 billion for fiscal year 2020,https://www.congress.gov/bill/116th-congress/house-bill/6074
