"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"2717","Risk communication","Actively communicate with stakeholders","Military personal","Medical advisories to military personnel"
"2719","Risk communication","Actively communicate with stakeholders","","commit to ""SG Clean"" campaign as Whole-of-Government (WOG) efforts"
"2720","Case identification, contact tracing and related measures","Airport health check","Health certificate requested","all countries"
"2723","Case identification, contact tracing and related measures","Airport health check","Measure temperature for passengers from Hubei","coming from Wuhan"
"2725","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms","Singapore citizens on all flights"
"2726","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms","All incomings with symptoms"
"2728","Travel restriction","Airport restriction","Entry ban for symptomatic non-national passengers and crew","All countries, if feeling unwell"
"2729","Travel restriction","Border restriction","Entry ban to people with a travel history to high-risk areas","Daegu city and Cheongdo county, Republic of Korea"
"2730","Travel restriction","Border restriction","Entry ban to people with a travel history to high-risk areas","Iran, Northern Italy, Republic of Korea within the last 14 days will not be allowed entry into Singapore, or transit through Singapore"
"2731","Travel restriction","Border restriction","Entry ban to people with a travel history to high-risk areas","Italy, France, Spain, Germany"
"2733","Case identification, contact tracing and related measures","Border health check","Health certificate requested","ASEAN countries"
"2738","Case identification, contact tracing and related measures","Border health check","Test at the border","travellers entering Singapore and exhibiting fever and/or other symptoms of respiratory illness are required to undergo a COVID-19 swab test at the checkpoint"
"2741","Risk communication","Call for return of nationals living abroad","Students",""
"2743","Social distancing","Measures for special populations","Measures to limit contact to the elderly","elderly care services limit number of visitors to their premises"
"2744","Social distancing","Closure of educational institutions","Reduction of excursions, out-of-house events","in preschools and schools"
"2745","Social distancing","Closure of educational institutions","Reduction of excursions, out-of-house events","schools will suspend inter-school and external activities"
"2746","Travel restriction","Port and ship restriction","Deny entry to boats with more than 100 passengers","All cruise vessels"
"2747","Risk communication","Educate and actively communicate with the public","Information campaign","Health advisory posters for travellers arriving from Wuhan at airport"
"2748","Risk communication","Educate and actively communicate with the public","Direct communication from health authorities","Press release Health Ministry advising travellers to avoid non-essential travel to Wuhan"
"2749","Risk communication","Educate and actively communicate with the public","Discourage gathering","Encourage to avoid crowd"
"2750","Risk communication","Educate and actively communicate with the public","Promote hand hygiene","Practise frequent hand washing with soap"
"2751","Risk communication","Educate and actively communicate with the public","MOH webpage","MOH advice Homepage"
"2760","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Launch of ""SG Clean"" campaign throughout all sectors in Singapore"
"2761","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Throughout all channels"
"2762","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Press release to take part in SG Clean campaign"
"2763","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran"
"2764","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to china"
"2765","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","advising travellers to avoid non-essential travel to Wuhan"
"2767","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Iran, Northern Italy, Japan, Republic of Korea"
"2768","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Italy, France, Spain, Germany"
"2769","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","worldwide, all countries"
"2770","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Leave of absence for preschool children and preschool employees who travelled to China"
"2771","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","elderly, seniors who feel unwell"
"2773","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","People with symptoms"
"2775","Healthcare and public health capacity","Increase availability of PPE","Face masks","Mask distribution to the population"
"2776","Healthcare and public health capacity","Increase healthcare workforce","Special measure for healthcare workers",""
"2777","Healthcare and public health capacity","Increase healthcare workforce","Train medical staff specially for covid-19","Public Health Preparedness Clinics PHPC staff guided on the appropriate care protocols according to the assessed risk and diagnosis of each patient"
"2778","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","more test kits and test frequency at all checkpoints"
"2779","Case identification, contact tracing and related measures","Enhance detection system","Broaden definition / special definition","Broaden definition of suspected cases"
"2781","Healthcare and public health capacity","Personal protective measures","Enhance hand hygiene","Presence of soap lotion in public toilets"
"2782","Environmental measures","Environmental cleaning and disinfection","Public places with high human traffic",""
"2783","Environmental measures","Environmental cleaning and disinfection","Working places","areas with high human contact, such as counters, lifts, pantries, toilets, and bin areas"
"2786","Case identification, contact tracing and related measures","Isolation of cases","","isolation of people with fever and acute respiratory problems who came back from Wuhan in the last 14 days"
"2787","Social distancing","Small gathering cancellation","Limit up to 10 persons","all mass events"
"2788","Resource allocation","Police and army interventions","To enforce social distancing","Fine if social distancing not respected"
"2794","Social distancing","Mass gathering cancellation","Place of worship","four mosques closeed"
"2795","Social distancing","Mass gathering cancellation","Place of worship","all mosques closed for at least five days for disinfection, 14 days closed all activities"
"2796","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","visitor limit of two per patient in hospitals"
"2797","Social distancing","Measures for special populations","Measures to limit contact to the elderly","suspend activities with the elderly in government agencies"
"2798","Social distancing","Measures for special populations","Measures to limit contact to the elderly","reduce or suspend activities with the elderly"
"2799","Travel restriction","Non-essential travels forbidden","","Public sector agencies defer official trips abroad"
"2801","Case identification, contact tracing and related measures","Quarantine","All incomings","all countries, worldwide"
"2803","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Hubei"
"2804","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","MOH is contacting all recent travellers from Hubei who are in Singapore who have arrived in the last 14 days"
"2806","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","quarantine all Singapore residents with travel history to to Daegu and Cheongdo within the last 14 days"
"2808","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","14-day Stay-Home Notice for all returnees with recent travel history to China (outside Hubei) within the last 14 days"
"2809","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Italy, France, Spain, Germany"
"2810","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","ASEAN countries, Japan, Switzerland, United Kingdom"
"2812","Case identification, contact tracing and related measures","Tracing and tracking","Case tracking","Travel companions identified, contacted and tested if still in Singapore"
"2814","Resource allocation","Emergency response mechanisms","Risk management plan","Nation's Disease Outbreak Response System Condition (DORSCON) raised level from yellow to orange"
"2815","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if < 250 persons"
"2816","Social distancing","Special measures for certain establishments","Entertainment venues","Can open if respect 1m distance"
"2817","Social distancing","Special measures for certain establishments","Food services","Can open if respect 1m distance"
"2818","Social distancing","Special measures for certain establishments","Museums, events"," required to reduce crowd density to one person per 16 m2"
"2819","Social distancing","Special measures for certain establishments","Sport centers","Open if distance + cleaninf respected"
"2820","Case identification, contact tracing and related measures","Specific health channel for travellers","Chinese with passport issued in Hubei","all Chinese with passport issued in Hubei entering Singapore referred to health station at airport"
"2821","Case identification, contact tracing and related measures","Surveillance","Use existing respiratory disease surveillance systems and hospital-based surveillance","new form of pneumonia in Wuhan"
"2822","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","App ""TraceTogether""  : Voluntary"
"2823","Social distancing","Work safety protocols","","daily health check and fever measure, at work"
"2837","Risk communication","Educate and actively communicate with the public","Information campaign","national -tv, press"
"2838","Risk communication","Educate and actively communicate with the public","Information campaign","SMS to all Slovak citizens abroad"
"2840","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Flyers"
"2845","Social distancing","Mass gathering cancellation","all",""
"2856","Case identification, contact tracing and related measures","Border health check","Travellers from Italy: Health questionnaire",""
"2857","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Advice against all travel"
"2860","Social distancing","Mass gathering cancellation","Limit up to 500 persons","indoor public gatherings"
"2861","Case identification, contact tracing and related measures","Airport health check","Measure temperature for all passengers","for all passengers"
"2862","Case identification, contact tracing and related measures","Border health check","Measure temperature","at border with Italy"
"2864","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Urge ill workers to stay at home"
"2865","Risk communication","Educate and actively communicate with the public","Answer to questions","provide telephone hotlines covid-19"
"2866","Risk communication","Educate and actively communicate with the public","Incoming travellers","SMS notification for incoming travellers"
"2868","Risk communication","Educate and actively communicate with the public","Guidelines","Mailbox leaflets"
"2869","Risk communication","Educate and actively communicate with the public","Encourage medical consultation by phone",""
"2870","Social distancing","Closure of educational institutions","Partial closure of educational institutions","Partial closure of universities"
"2873","Travel restriction","Border restriction","Land border controls","Italy"
"2874","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from Italy, China, South Korea and Iran"
"2875","Travel restriction","Airport restriction","Landing bans on aircrafts from high risk areas","Aircrafts from South Korea, Iran, and high-risk areas in Italy"
"2876","Case identification, contact tracing and related measures","Border health check","Test at the border","Italy"
"2878","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy"
"2879","Resource allocation","Emergency response mechanisms","Risk management plan","National Protection and Rescue Plan activated: epidemic declared"
"2880","Resource allocation","Crisis management plans","Implement repurpose community services plans","financial compensation for parents who stay home for childcare"
"2881","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Vacation for healthcare professionals banned"
"2882","Healthcare and public health capacity","Increase healthcare workforce","Exception to work law allowed","Prohibition of strike for healthcare professionals"
"2883","Social distancing","Measures for special populations","Prisons","Closed for visitors"
"2884","Resource allocation","Emergency response mechanisms","Risk management plan","Set up national crisis unit"
"2885","Case identification, contact tracing and related measures","Testing strategy","Restricted testing","Only in patients requiring hospitalization"
"2887","Resource allocation","Measures to ensure security of supply","Fixing price for specific protective products","Prices frozen for all protective equipment"
"2888","Healthcare and public health capacity","Increase availability of PPE","PPE for care facilities for elderly",""
"2889","Healthcare and public health capacity","Increase healthcare workforce","Mobilization of domestic resources for health","mobilize doctors without license"
"2891","Environmental measures","Environmental cleaning and disinfection","Taxi",""
"2892","Travel restriction","Public transport restriction","Public transport ban","Busses"
"2893","Travel restriction","Public transport restriction","Public transport ban","Rails"
"2894","Risk communication","Actively communicate with stakeholders","Encourage work safety protocols",""
"2900","Social distancing","Mass gathering cancellation","Indoor activities","sports"
"2901","Social distancing","Small gathering cancellation","Closure of non-essential public places","recreational places"
"2902","Social distancing","Small gathering cancellation","Closure of non-essential shops","hairdressing, cosmetics, pedicure services, gaming"
"2904","Social distancing","Special measures for certain establishments","Food services","delivery from restaurants allowed"
"2905","Social distancing","Special measures for certain establishments","Essential shops","opening hours essential stores reduced, Sunday also open, supervised entry"
"2906","Travel restriction","Airport restriction","Cancellation of international flights","Except for humanitarian and medical transport"
"2907","Travel restriction","Public transport restriction","Public transport ban","Cable cars, funiculars"
"2908","Risk communication","Educate and actively communicate with the public","Scale-up communication to the public","Mobile message to inform public about gathering ban"
"2909","Case identification, contact tracing and related measures","Border health check","Health screening","non-citizens"
"2910","Case identification, contact tracing and related measures","Border health check","Health certificate requested","non-citizens"
"2912","Social distancing","Small gathering cancellation","Total","Except 5 co-workers or persons from same household"
"2914","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Lower electricity bills for household customers and small business customers"
"2915","Social distancing","Special measures for certain establishments","Food services","Grocery stores opens 8am-6pm"
"2917","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","sick pay during epidemic covered by the Health Insurance Institute of Slovenia, not the employer"
"2918","Risk communication","Educate and actively communicate with the public","Encourage donation for covid19 crisis","Bank accout opened for donation"
"2919","Travel restriction","Border restriction","Land border controls","Austria"
"2920","Environmental measures","Environmental cleaning and disinfection","Frequently touched common surfaces in multi-apartment buildings",""
"2921","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Benefits for self-employed, students, pensioners"
"2922","Risk communication","Educate and actively communicate with the public","Promote hand hygiene","warning note in front of lift"
"2923","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Indoors"
"2924","Social distancing","Measures for special populations","Vulnerable populations","Special hours for shopping"
"2925","Travel restriction","Individual movement restrictions","Prohibition of moving out the municipality of residence","ban on moving outside the municipality of permanent or temporary residence"
"2926","Environmental measures","Environmental cleaning and disinfection","Cheongdo Daenam hospital",""
"2927","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","minimize gathering events and outdoor activities."
"2928","Risk communication","Educate and actively communicate with the public","Information campaign","Information campaign about Covid-19 prevention"
"2930","Healthcare and public health capacity","Increase healthcare workforce","Mobilize doctors","24 more doctors deployed to Daegu-"
"2932","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","in total 22 virus-detection centers in Daegu"
"2933","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","Testing every persons in high-risk facilities"
"2935","Case identification, contact tracing and related measures","Surveillance","Implement sentinel study","Restaurants, offices, hotels, and others check temperature before entry"
"2936","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Monitor symptoms via mobile phone"
"2937","Case identification, contact tracing and related measures","Isolation of cases","System is scaled-up","More focused on isolating and treating potential cases"
"2938","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","By the health authorities"
"2942","Healthcare and public health capacity","Enhance laboratory testing","Increase testing capacity (number tests)","Drive-by Testing"
"2943","Social distancing","Mass gathering cancellation","Sport events","Ban rallies at three major public squares in the city center"
"2944","Social distancing","Mass gathering cancellation","Festivals, faith-based events","close down Shincheonji churches"
"2945","Social distancing","Mass gathering cancellation","Closure of non-essential public places","ban the use of Seoul plaza, Cheonggye plaza and Gwanghwamun plaza"
"2946","Risk communication","Actively communicate with healthcare professionals","Sensitization of hospital, medico-social and liberal health professionals","Guidelines to prevent Covid19 Transmission"
"2947","Risk communication","Actively communicate with healthcare professionals","Health agencies and emergency healthcare","test and treatment to be focused on vulnerable population"
"2948","Risk communication","Actively communicate with stakeholders","Organize notification",""
"2949","Case identification, contact tracing and related measures","Airport health check","Quarantine and health screening","All travellers from Mainland China, Hong Kong and Macao"
"2951","Case identification, contact tracing and related measures","Airport health check","Health declaration",""
"2952","Case identification, contact tracing and related measures","Airport health check","Test travellers with fever or symptoms","Testing at quarantine station"
"2953","Case identification, contact tracing and related measures","Border health check","Health declaration","persons with travel history within the last 14 days to China"
"2954","Case identification, contact tracing and related measures","Border health check","Test at the border","Incoming from Europe"
"2955","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","incoming from USA"
"2956","Case identification, contact tracing and related measures","Border health check","Test at the border if symptomatic","all travellers"
"2957","Travel restriction","Border restriction","Entry ban for people from China","Wuhan and Hubei"
"2958","Travel restriction","Airport restriction","Cancellation of international flights","Partial cancellation of international flights: Asian countries"
"2959","Healthcare and public health capacity","Case management","Implement triage procedures","Life treatment centers"
"2960","Healthcare and public health capacity","Case management","Prioritize care","Severe cases hospitalized"
"2963","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","financial package"
"2964","Risk communication","Educate and actively communicate with the public","Guidelines","Guidelines to prevent Covid19 Transmission"
"2965","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who attended a service at Shincheonji Church"
"2966","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people who visited Cheongdo Daenam hospital"
"2967","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Guidelines for travellers"
"2968","Travel restriction","Cordon sanitaire","Voluntary lockdown of affected cities and provinces",""
"2970","Risk communication","Educate and actively communicate with the public","Respiratory etiquette","Advice for correct use of face masks"
"2971","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Smartphone push alerts, blog posts and regular briefings streamed live on YouTube"
"2972","Risk communication","Educate and actively communicate with the public","Information campaign","Press Release"
"2976","Risk communication","Educate and actively communicate with the public","Guidelines for self-quarantine",""
"2980","Risk communication","Educate and actively communicate with the public","Avoid indoor close-contact","Strong recommendation against close-contact indoor gatherings"
"2982","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from high risk areas","Advice campaign for incoming travellers"
"2984","Risk communication","Educate and actively communicate with the public","Answer to questions","Reporters will ask questions via online group chat room"
"2985","Risk communication","Educate and actively communicate with the public","Encourage disinfection of the environment","Disinfection of frequently used surfaces or objects"
"2988","Risk communication","Actively communicate with healthcare professionals","Provide documentation",""
"2989","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Symptomatic persons and health facility visitors"
"2993","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","USA, Europe"
"2994","Case identification, contact tracing and related measures","Quarantine","Nationals who travelled to at risk areas","Nationals and residents"
"2996","Healthcare and public health capacity","Research","Antibody research","successfully developed a probe to detect COVID-19 antibody in the blood"
"2998","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Epidemiological investigation"
"2999","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Italy, Iran"
"3000","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Spain, France, UK, Germany, Netherlands"
"3001","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China",""
"3002","Case identification, contact tracing and related measures","Tracing and tracking","Tracking via mobile phone","Smartphone app: All incomings from high-risk areas"
"3003","Case identification, contact tracing and related measures","Tracing and tracking","Tracking and monitoring people coming from high-risk areas","Italy and Iran"
"3004","Social distancing","Work safety protocols","Businesses",""
"3005","Healthcare and public health capacity","Research","Vaccine and antiviral development","162,359,803 euro for 10 years of research 2020-2029"
"3006","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Enhanced social distancing campaign (22 March - 5 April) has been been extended until 19 April"
"3007","Risk communication","Actively communicate with stakeholders","Promote the 2m distance","Enhanced social distancing campaign"
"3008","Risk communication","Actively communicate with stakeholders","Encourage self-initiated quarantine","Enhanced social distancing campaign"
"3010","Healthcare and public health capacity","Increase healthcare workforce","Protect healthcare professionals","Application date not fixed"
"3011","Risk communication","Actively communicate with healthcare professionals","Guidelines","Application date not fixed"
"3012","Healthcare and public health capacity","Increase availability of PPE","Increase domestic production",""
"3013","Healthcare and public health capacity","Increase availability of PPE","","Purchase of full-body PPE"
"3014","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home","For high-risk communities"
"3015","Healthcare and public health capacity","Increase patient capacity","Increase number of medical institutions","For high-risk communities"
"3016","Risk communication","Actively communicate with stakeholders","Promote hygiene measures and social distancing","Religious institutions"
"3017","Risk communication","Educate and actively communicate with the public","Communication targets protection of special populations","Infection prevention/control manager"
"3018","Social distancing","Measures for special populations","Vulnerable populations","Check temperature before entry in high-risks facilities/communities"
"3019","Risk communication","Educate and actively communicate with the public","Promote social distancing measures","Young people"
"3020","Risk communication","Educate and actively communicate with the public","Guidelines","For voting 10-11 April"
"3022","Travel restriction","Cordon sanitaire","One municipality",""
"3025","Social distancing","Closure of educational institutions","Complete closure of educational institutions","Scale up the measures"
"3026","Social distancing","Closure of educational institutions","Partial closure of educational institutions",""
"3027","Social distancing","Mass gathering cancellation","Elections postponed",""
"3028","Travel restriction","Airport restriction","Outgoing domestic travel ban","Restricted domestic flights : Canary Islands"
"3029","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Holy Week Festival"
"3032","Travel restriction","Border restriction","Land borders closed","Morocco"
"3033","Travel restriction","Cordon sanitaire","One hotel",""
"3035","Travel restriction","Port and ship restriction","Deny entry to boats with more than 100 passengers","Sea connections to The Balearic Islands cease"
"3036","Travel restriction","Airport restriction","Outgoing domestic travel ban","Restricted domestic flights : Balearic Islands"
"3049","Risk communication","Educate and actively communicate with the public","Recommendation for home office","Recommentions from the Ministry of Health"
"3053","Social distancing","Mass gathering cancellation","Festivals, faith-based events","Feria de Abril"
"3057","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Morocco"
"3061","Resource allocation","Crisis management plans","Implement repurpose community services plans","Financial support to GDP"
"3062","Resource allocation","Crisis management plans","Implement repurpose government plans","Interministerial Coordination Committee"
"3063","Resource allocation","Crisis management plans","Implement repurpose government plans","Scientific Technical Committee COVID-19"
"3064","Risk communication","Educate and actively communicate with the public","Information campaign","Information in airplanes that land in Spain"
"3065","Risk communication","Educate and actively communicate with the public","Churches should remove the holy water from the pillars, avoid the gesture of shaking hands, not kiss religious images","From the Spanish Episcopal Conference"
"3066","Risk communication","Educate and actively communicate with the public","","Ministry of Health Campaign ""This Virus We Stop Together"" is launched"
"3067","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","For people showing symptoms"
"3069","Healthcare and public health capacity","Increase availability of PPE","Face masks","Increase production of masks locally"
"3070","Healthcare and public health capacity","Increase availability of PPE","Face masks","Donation of masks (China to Spain)"
"3071","Healthcare and public health capacity","Increase availability of PPE","Face masks","Distribution of masks"
"3073","Healthcare and public health capacity","Increase patient capacity","Medicalise nursing home",""
"3077","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Barcelona's Mobile World Congress was cancelled"
"3078","Social distancing","Mass gathering cancellation","Conferences, meetings, trade fairs, etc.","Politics and at work"
"3079","Social distancing","Mass gathering cancellation","Sport events","Professional sport competition hold closed"
"3082","Travel restriction","Non-essential travels forbidden","European Union agrees on temporary restriction on travel",""
"3086","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Test"
"3087","Social distancing","Return operation of nationals","Return operation of nationals in China , South Korea, Japan, Singapore, Iran and northern Italy (Lombardy, Veneto, Piedmont, Emilia Romagna)","Special measure: Quarantine"
"3090","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Falles of Valencia"
"3091","Social distancing","Mass gathering cancellation","Festivals, faith-based events","postpone the Magdalena, in Castellon"
"3096","Case identification, contact tracing and related measures","Testing strategy","Restricted testing","Patients with need of hospital care and healthcare staff"
"3097","Case identification, contact tracing and related measures","Testing strategy","Restricted testing","Patients with need of hospital care and healthcare staff with symptoms"
"3098","Resource allocation","Provide international help","WHO Contingency Fund for Emergencies",""
"3101","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","To people with fever, cough and breathing difficulties and history of travel within the last 14 days to Tyrol,  Northern Italy, China, Iran and parts of South Korea"
"3102","Risk communication","Actively communicate with healthcare professionals","",""
"3103","Risk communication","Actively communicate with stakeholders","Risk assessment before an event","Safety recommendations"
"3104","Travel restriction","Border restriction","Entry ban to non-citizens","all non-citizens of EEA or Switzerland with exceptions for essential travel"
"3106","Social distancing","Closure of educational institutions","",""
"3108","Risk communication","Educate and actively communicate with the public","Direct government communication",""
"3110","Risk communication","Educate and actively communicate with the public","Safety during sport practice",""
"3111","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to Hubei province"
"3112","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to  rest of China except Macao and Hong Kong"
"3114","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to parts of South Korea"
"3115","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Travel to northern Italy"
"3117","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Tyrol"
"3120","Risk communication","Educate and actively communicate with the public","","advised people who felt sick to stay at home and not enter the arena of Melodifestivalen 2020 on"
"3121","Risk communication","Educate and actively communicate with the public","","Press conference invitation for media. The Public Health Agency and other specialists"
"3128","Risk communication","Educate and actively communicate with the public","","Public Health Agency of Sweden: Think about whether the trip is really necessary"
"3132","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Healthcare professionals with respiratory symptoms"
"3135","Healthcare and public health capacity","Case management","Improve hospital organisation to face the crises","r"
"3136","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling suspected cases of covid-19"
"3137","Risk communication","Actively communicate with healthcare professionals","Provide documentation","Recommendations for handling confirmed cases of covid-19"
"3139","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","Not only those with a history of travel to high risk areas"
"3140","Case identification, contact tracing and related measures","Enhance detection system","Extended testing","To people with severe pneumonia"
"3141","Social distancing","Mass gathering cancellation","Limit to 500 persons",""
"3145","Healthcare and public health capacity","Reduce the burden on health system","Simplification of the health journey",""
"3147","Social distancing","Special measures for certain establishments","Food services","Ensure social distancing"
"3156","Social distancing","Measures for special populations","Measures to limit contact to hospital patients","By law"
"3157","Risk communication","Educate and actively communicate with the public","Discourage non-essential travels","Measure extended"
"3161","Travel restriction","Airport restriction","Cancellation of international flights","Four domestic flights maintained"
"3162","Travel restriction","Public transport restriction","Train restriction","Decrease number of available seats to respect social distancing"
"3170","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, exception cross-border workers, goods transport, swiss citizens or residents, transit, and exceptional cases"
"3171","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria"
"3172","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain"
"3173","Travel restriction","Border restriction","Entry ban for people from high-risk areas other than China","Italy, Germany, France,  Austria, Spain, and all States outside Schengen Area"
"3178","Risk communication","Call for return of nationals living abroad","Smartphone app developed to get government support",""
"3180","Risk communication","Educate and actively communicate with the public","Promote the 2m distance","flyers"
"3181","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","Israel"
"3183","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","world wide"
"3184","Risk communication","Educate and actively communicate with the public","Warning against travel to and return from risk areas","France"
"3185","Risk communication","Educate and actively communicate with the public","flyers","avoid hand shaking, updated campaign"
"3186","Risk communication","Educate and actively communicate with the public","flyers","call before showing up in medical practice or hospital, updated campaign"
"3187","Risk communication","Educate and actively communicate with the public","flyers","throw tissues after use in trash bin, updated campaign"
"3188","Risk communication","Educate and actively communicate with the public","Promote hand hygiene","flyers"
"3193","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","Exams"
"3200","Social distancing","Mass gathering cancellation","Sport events","Eishockey"
"3202","Social distancing","Measures for special populations","Mandatory home office","for vulnerable people if working place not safe"
"3203","Social distancing","Measures for special populations","Measures to limit contact to the elderly","flyers"
"3205","Social distancing","Measures for special populations","More exposed professionals (not healthcare)","construction site workers, industry workers"
"3206","Social distancing","Measures for special populations","","persons that belong to risks groups not to be burdened with child care"
"3208","Healthcare and public health capacity","Reduce the burden on health system","Promote self-initiated isolation of people with mild respiratory symptoms","flyers"
"3210","Social distancing","Return operation of nationals","Return operation of nationals in Brazil","Special measure: Quarantine"
"3211","Social distancing","Return operation of nationals","Return operation of nationals in Costa Rica","Special measure: Quarantine"
"3213","Social distancing","Return operation of nationals","Return operation of nationals in Morocco","Special measure: Quarantine"
"3214","Social distancing","Return operation of nationals","Return operation of nationals in North Korea","Special measure: Quarantine"
"3215","Social distancing","Return operation of nationals","Return operation of nationals in Peru, Colombia","Special measure: Quarantine"
"3216","Social distancing","Return operation of nationals","Return operation of nationals in different countries (pupils on exchange)","Special measure: Quarantine"
"3218","Case identification, contact tracing and related measures","Tracing and tracking","Contact tracking","Monitoring contacts"
"3223","Social distancing","Small gathering cancellation","Limit up to 5 persons","Outdoors"
"3224","Social distancing","Small gathering cancellation","","Restaurants, Bars und Diskotheken limit up to 50"
"3225","Case identification, contact tracing and related measures","Specific health channel for travellers","From high-risk areas other than China","Germany, France, Italy, Austria, Spain"
"3228","Risk communication","Actively communicate with stakeholders","Answer to questions","Telephone hotlines covid-19"
"3229","Case identification, contact tracing and related measures","Border health check","Health screening",""
"3230","Travel restriction","Border restriction","Land borders closed","Italy"
"3236","Risk communication","Educate and actively communicate with the public","Information campaign","press release"
"3238","Risk communication","Educate and actively communicate with the public","Answer to questions","Educational video by cantonal doctor"
"3239","Risk communication","Educate and actively communicate with the public","Answer to questions","Webpage"
"3241","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Social media"
"3242","Risk communication","Educate and actively communicate with the public","","do not show up to your doctor, but call doctor if travelled to high risk area within the last 14 days and have respiratory signs/fever"
